""	"Other_DHS_1_obs_exp"	"Other_DHS_2_obs_exp"	"Other_DHS_3_obs_exp"	"Other_DHS_4_obs_exp"	"Other_DHS_5_obs_exp"	"APOBEC_DHS_1_obs_exp"	"APOBEC_DHS_2_obs_exp"	"APOBEC_DHS_3_obs_exp"	"APOBEC_DHS_4_obs_exp"	"APOBEC_DHS_5_obs_exp"	"Other_Rep_1_obs_exp"	"Other_Rep_2_obs_exp"	"Other_Rep_3_obs_exp"	"Other_Rep_4_obs_exp"	"Other_Rep_5_obs_exp"	"APOBEC_Rep_1_obs_exp"	"APOBEC_Rep_2_obs_exp"	"APOBEC_Rep_3_obs_exp"	"APOBEC_Rep_4_obs_exp"	"APOBEC_Rep_5_obs_exp"	"Other_XPD_1_obs_exp"	"Other_XPD_2_obs_exp"	"Other_XPD_3_obs_exp"	"Other_XPD_4_obs_exp"	"Other_XPD_5_obs_exp"	"APOBEC_XPD_1_obs_exp"	"APOBEC_XPD_2_obs_exp"	"APOBEC_XPD_3_obs_exp"	"APOBEC_XPD_4_obs_exp"	"APOBEC_XPD_5_obs_exp"	"Other_XR_1_obs_exp"	"Other_XR_2_obs_exp"	"Other_XR_3_obs_exp"	"Other_XR_4_obs_exp"	"Other_XR_5_obs_exp"	"APOBEC_XR_1_obs_exp"	"APOBEC_XR_2_obs_exp"	"APOBEC_XR_3_obs_exp"	"APOBEC_XR_4_obs_exp"	"APOBEC_XR_5_obs_exp"	"Other_CBS_log_obs_exp"	"Other_Flank_log_obs_exp"	"APOBEC_CBS_log_obs_exp"	"APOBEC_log_Flank_obs_exp"	"Other_Coding_exon_obs_exp"	"Other_Intron_obs_exp"	"Other_3_UTR_obs_exp"	"Other_5_UTR_obs_exp"	"Other_Intergenic_obs_exp"	"APOBEC_Coding_exon_obs_exp"	"APOBEC_Intron_obs_exp"	"APOBEC_3_UTR_obs_exp"	"APOBEC_5_UTR_obs_exp"	"APOBEC_Intergenic_obs_exp"	"Other_Open_obs_exp"	"Other_Close_obs_exp"	"APOBEC_Open_obs_exp"	"APOBEC_Close_obs_exp"	"Genotype"
"102"	0.115752	0.0029257	-0.135531	-0.19209	-0.27968	0.0708427	0.0389418	0.0651587	0.0295589	-0.0214119	0.790505	0.229908	-0.233345	-0.589948	-0.961277	0.366476	0.112086	-0.0970265	-0.142259	-0.196105	0.257493	0.110149	-0.108091	-0.325547	-0.477161	0.18489	0.19275	-0.0391384	-0.107129	-0.0684485	0.159112	0.1623	-0.0520392	-0.211141	-0.636941	-0.112947	0.106616	0.0702107	0.110363	-0.00343626	0.855519	-0.2699	0.471427	0.116684	-0.360271	-0.311333	-0.519662	0.0100923	0.223435	0.0819804	-0.0507176	-0.0998562	0.671592	0.0346242	-0.759832	0.269404	-0.158726	0.147033	"WT"
"103"	0.173217	-0.305314	-0.237456	-0.387276	-0.574302	0.016154	0.046533	0.064938	-0.0326897	-0.0266018	0.234023	0.130931	-0.211264	-0.312936	-0.733318	0.127514	0.138408	0.0392086	-0.134501	-0.160156	-0.168136	-0.1936	-0.105113	-0.39369	-0.367646	0.241621	0.0985139	-0.135803	-0.0524685	-0.110783	0.182273	-0.229022	-0.368469	-0.408185	-0.488943	-0.11191	-0.0412256	0.0922886	0.0443941	0.0774344	-0.30451	-0.575312	1.19815	0.0437784	0.0411869	-0.415655	-0.583668	0.213951	0.284265	0.413951	-0.0577805	-0.0408605	0.699454	0.0339762	-0.653991	0.0191041	-0.115197	0.0771473	"WT"
"104"	0.110056	-0.118641	-0.257054	-0.298701	-0.171198	0.0508151	-0.129672	-0.0650608	-0.434888	-0.460159	-0.0332403	0.0601858	-0.184252	-0.111181	-0.232127	0.0980152	-0.121283	-0.208269	-0.160511	-0.299724	-0.203234	-0.254026	-0.0660573	-0.0566953	-0.120606	-0.181329	-0.201332	-0.258246	-0.0325008	-0.309047	0.0463234	-0.136639	-0.120857	-0.196153	-0.324488	-0.027825	-0.150116	-0.261697	-0.38024	-0.167048	-1.28983	0.0766138	0.424686	-0.44758	-0.603937	-0.207276	-0.0287224	-1.03797	0.163628	-0.547487	-0.244794	-1.86691	-0.197446	0.211947	-0.254766	0.0873678	-0.357629	0.0321996	"WT"
"105"	0.253626	-0.223136	-0.212113	-0.394365	-0.501694	0.0929516	-0.415449	-0.159199	0.00723857	-0.615924	0.349116	0.08258	-0.208789	-0.371531	-0.792222	0.572026	0.215231	-0.29191	-0.582659	-1.02458	0.000807683	-0.170154	-0.115854	-0.326084	-0.341029	-0.191696	0.0903792	0.00723857	-0.289834	-0.652572	0.29297	-0.103961	-0.237985	-0.382566	-0.666443	0.190463	-0.124328	-0.229589	-0.305801	-0.605554	-0.629162	-0.642049	-0.516015	-0.797777	-0.0883115	-0.46198	-0.639182	-1.45877	0.321132	-0.372625	-0.539545	-0.333423	-0.967168	0.344976	-0.732371	0.0900811	-1.0983	0.210202	"WT"
"106"	0.166304	0.00743952	0.0463514	-0.132031	-0.278599	0.0762581	0.11514	0.142858	0.0562644	0.0378039	0.755717	0.112473	-0.326255	-0.584611	-0.705469	0.409179	0.0972197	-0.100506	-0.226969	-0.172331	0.330375	0.144647	-0.0921141	-0.273103	-0.294986	0.347813	0.166163	0.0384783	-0.0886336	-0.0758104	0.16212	0.0997126	0.0434145	-0.0541167	-0.443399	0.021835	0.206131	0.112593	0.0651587	0.0145267	-0.226508	-0.607854	0.387252	-0.0345962	-0.258883	-0.296081	-0.360471	-0.0741631	0.219946	0.300909	-0.0107069	0.211548	0.796606	-0.00273795	-0.626075	0.200944	-0.147809	0.178326	"WT"
"107"	0.26123	-0.301204	-0.449525	-0.575789	-0.606782	0.405927	-0.316974	-0.426771	-0.366439	-0.590814	-0.00924114	0.00868767	-0.213318	-0.397524	-0.633634	0.52685	0.0973681	-0.34166	-0.95973	-1.13989	-0.286007	-0.377709	-0.226267	-0.398444	-0.212822	0.143498	-0.163003	-0.355439	-0.4813	-0.257873	0.302091	-0.15417	-0.352463	-0.858549	-0.650764	0.214672	-0.251199	-0.514814	-0.0403085	-0.634991	-0.115477	-0.9147	-0.411426	-1.80598	-0.0887425	-0.476362	-0.635795	-0.735521	0.343828	-0.558757	-0.662419	-0.34645	-0.632269	0.394767	-0.737454	0.00982011	-1.00498	0.0641517	"WT"
"108"	0.240546	-0.0987373	-0.117668	-0.0867831	-0.409914	0.279887	-0.0248218	-0.0441412	-0.0923863	-0.409939	0.544634	0.185562	-0.220451	-0.450922	-0.577425	0.71374	0.175557	-0.297954	-0.5474	-0.610189	0.0248019	-0.0152955	-0.0838521	-0.101241	-0.209148	0.0611955	0.0187908	0.000230813	0.00893143	-0.303274	0.452606	0.0225454	-0.150968	-0.342117	-0.542305	0.522719	-0.029728	-0.0227201	-0.204526	-0.706309	-1.25096	-0.387799	0.460638	-0.415626	-0.724733	-0.288271	-1.09335	-1.68869	0.24345	-0.665532	-0.333834	-0.589763	-1.86592	0.244022	-0.56587	0.21857	-0.656683	0.256612	"WT"
"109"	0.263539	-0.288713	-0.3093	-0.303965	-0.533696	0.0396999	0.0813124	-0.278601	-0.315824	-0.210202	0.182997	0.135325	-0.207999	-0.372698	-0.320243	0.211062	0.0218919	-0.107008	-0.175926	-0.200883	-0.255965	-0.432998	-0.142936	-0.187055	-0.0825423	-0.168329	-0.0201444	-0.26086	-0.194952	-0.0119051	0.421921	-0.310339	-0.312174	-0.456174	-0.577347	0.122567	-0.0664123	-0.134544	-0.316465	-0.276366	-2.86195	-0.572756	0.178976	-0.319812	-0.489613	-0.332389	-0.42098	-0.652851	0.261747	-0.694466	-0.141464	-0.701548	-0.276709	0.147046	-0.539291	0.00868767	-0.201236	-0.00334371	"WT"
"110"	0.132248	0.0193319	-0.0132774	-0.0126282	0.0560147	0.0701145	0.0479571	0.0996588	0.1245	0.24112	-0.0974494	0.00470992	-0.0288519	-0.0241996	0.00637702	-0.676932	-0.271672	0.00873069	0.193078	0.523973	0.0480827	-0.0197641	0.0256809	-0.0197217	0.140635	-0.106593	0.0222613	-0.0568993	0.144856	0.483302	-0.28388	-0.0251183	0.0469101	0.117243	0.26271	-0.781365	-0.188933	0.0530001	0.130773	0.86777	3.34742	0.672878	2.50794	1.44144	0.286668	-0.0447869	0.0852615	1.00402	0.027423	0.796648	0.169797	0.230474	2.33459	-0.196361	0.0274938	-0.0120491	0.412912	-0.253971	"ERCC2"
"111"	0.171386	-0.0209829	-0.115344	-0.18351	-0.271094	0.102026	0.121984	0.129837	0.0634891	0.0481246	0.376913	0.14402	-0.213788	-0.327817	-0.482343	0.0500349	-0.0240984	0.00206158	0.0106939	0.0737654	0.110256	-0.0802038	-0.0614236	-0.136964	-0.195979	0.137753	0.0889692	0.0346806	0.0745602	0.130694	0.112727	-0.00454298	-0.043869	-0.142825	-0.310339	-0.13895	0.0461837	0.137622	0.115925	0.276735	-0.441838	0.0935737	0.845117	0.182552	0.192182	-0.297764	-0.418871	0.698921	0.211984	0.542694	0.0444081	0.228825	1.57307	-0.0612957	-0.453391	0.181357	0.0555983	0.0709114	"WT"
"112"	0.165983	-0.252829	-0.390973	-0.409821	-0.480808	0.0536535	-0.0227948	-0.119793	-0.220419	-0.387993	0.305317	0.183531	-0.300598	-0.481116	-0.842377	0.442397	-0.0124521	-0.171494	-0.522853	-0.526452	-0.116459	-0.16745	-0.219982	-0.396508	-0.362965	0.175505	0.0696884	-0.219421	-0.361211	-0.370926	0.151924	-0.21943	-0.334764	-0.277875	-0.675874	-0.0269575	-0.136536	-0.0677619	-0.143076	-0.292654	0.343124	-0.745914	0.674226	-0.0799491	-0.184067	-0.469146	-0.902662	-1.04519	0.3369	0.0170667	-0.304885	-0.00599819	0.489039	0.204454	-0.816733	0.0843364	-0.590853	0.0532643	"WT"
"113"	0.332221	-0.279485	-0.356399	-0.439042	-0.555961	0.0962349	-0.207035	-0.196998	-0.259596	-0.307064	-0.0790924	0.136283	-0.214968	-0.375422	-0.672347	0.0644138	-0.00110986	-0.0585526	-0.285407	-0.485386	-0.234009	-0.290792	-0.0572821	-0.42641	-0.147424	-0.144559	0.00649193	0.11442	-0.433688	-0.45012	0.268267	-0.291769	-0.288174	-0.487992	-0.442091	0.0514556	0.0337789	-0.291749	-0.160182	-0.551082	-1.0321	-0.613423	-0.536053	-0.23266	-0.397621	-0.426819	-0.364634	-2.32289	0.316041	0.235078	-0.314786	-0.178024	0.926182	0.209466	-0.650447	0.00959083	-0.370044	-0.0253312	"WT"
"114"	0.242682	-0.110718	-0.151881	-0.0947723	-0.251668	0.265341	0.0472871	0.177254	-0.0583483	0.0231134	-0.19475	-0.0377131	-0.0324802	-0.0499527	-0.187068	-0.0392852	-0.147065	-0.0492599	0.0273522	0.0657653	0.0209537	0.0369464	-0.0742345	-0.165603	-0.137743	0.055279	0.143942	0.165597	-0.0397656	0.139247	-0.0841059	-0.214948	-0.0895237	-0.0289035	0.0806304	-0.0266033	-0.21297	0.135049	0.167807	0.343362	2.19662	0.113487	1.63103	0.521332	-0.0189189	-0.131764	0.0111521	0.468302	0.110657	-0.0272824	-0.0240881	0.437121	0.819431	0.00209039	-0.0710135	-0.0378686	0.139875	-0.0114905	"WT"
"115"	0.137359	0.0660823	-0.0482929	-0.0563817	-0.252236	0.0975973	0.0338494	0.010035	0.0182638	0.0150979	0.787132	0.221135	-0.270751	-0.641444	-1.05815	0.518052	0.200128	-0.162247	-0.322301	-0.442883	0.300639	0.111993	-0.0127868	-0.233719	-0.402054	0.327722	0.106268	0.00873069	-0.119192	-0.190321	0.202737	0.149793	0.0748479	-0.105652	-0.561494	0.0737654	0.150703	0.0867702	0.102268	-0.274585	0.0914629	-0.56555	-0.718087	-0.295735	-0.264637	-0.371484	-0.632486	-0.70992	0.26774	0.0702657	-0.126952	0.0937765	0.792905	0.0942361	-0.81757	0.341838	-0.351358	0.264669	"WT"
"116"	0.15492	0.00924683	-0.198083	-0.123751	-0.294422	0.0736694	0.154518	0.0236244	0.0348496	0.0566529	0.667465	0.160869	-0.324798	-0.602112	-0.795561	0.257506	0.0719411	-0.0548883	-0.116748	-0.101312	0.203026	0.0391665	-0.0426633	-0.25506	-0.390442	0.232992	0.113674	0.0307316	0.00353028	-0.0487733	0.230732	0.0624119	0.0363556	-0.260536	-0.585382	-0.0600032	0.10612	0.134931	0.116258	0.0391805	0.840798	-0.347032	0.656048	0.144738	-0.280151	-0.417365	-0.259198	-0.149476	0.287732	0.204642	-0.0269972	0.24704	0.803483	0.00695144	-0.665132	0.20999	-0.0631514	0.123375	"WT"
"117"	0.157872	-0.230287	-0.156299	-0.26747	-0.45256	-0.0220885	-0.163092	-0.183908	-0.381216	-0.209667	0.234759	0.0764633	-0.355762	-0.346025	-0.702142	0.0816805	0.12067	-0.198401	-0.430921	-0.447495	0.0505922	-0.236441	-0.265168	-0.264504	-0.180297	-0.11459	-0.260129	-0.124061	-0.0849717	-0.360396	0.087232	0.0340185	-0.296206	-0.283294	-0.478953	-0.0874283	-0.122689	0.0658204	-0.449101	-0.397319	-0.985499	-0.751225	-0.62293	-0.837135	-0.423393	-0.416612	-0.245441	-1.30451	0.304196	-0.191562	-0.314006	-0.362703	0.7267	0.208105	-0.601781	0.0570551	-0.443258	0.0715568	"WT"
"118"	0.180046	-0.0893564	-0.0612821	-0.11355	-0.177658	0.106228	0.161875	0.0532643	0.0582888	-0.0638962	0.53106	0.209254	-0.193481	-0.533574	-0.651416	0.450401	0.0721195	-0.126277	-0.114855	-0.335435	0.157497	-0.0423409	0.0613476	-0.272698	-0.163452	0.273015	0.179193	0.0671293	-0.116614	-0.114985	0.261507	0.0641793	0.0248161	-0.185919	-0.487053	0.0600474	0.140635	0.0650897	0.0507315	0.00393319	3.22811	-0.513772	-0.160274	0.0963968	-0.129456	-0.314711	-0.712781	0.172295	0.238126	0.0763265	-0.0825407	-0.100275	0.57777	0.0638756	-0.633575	0.263924	-0.223197	0.23705	"WT"
"119"	0.18137	-0.0716896	-0.0960609	-0.311041	-0.467426	0.213192	0.0951143	-0.0554264	-0.112621	-0.0462252	0.461371	0.0629368	-0.307953	-0.426693	-0.781782	0.442949	0.0923292	-0.166912	-0.413732	-0.291785	-0.0596182	-0.0753118	-0.083982	-0.241194	-0.214394	0.174253	0.317478	-0.0644346	-0.164972	-0.207821	0.288701	0.0731758	-0.222594	-0.369162	-0.581424	0.180543	0.166998	-0.0461537	-0.0759518	-0.136636	-2.35332	-0.506843	0.141354	-0.404468	-0.422642	-0.384032	-0.76701	-1.06281	0.293194	-0.0765983	-0.140102	-0.301415	0.450443	0.11534	-0.679975	0.122752	-0.240471	0.102873	"WT"
"120"	0.131589	-0.0803045	-0.228589	-0.206312	-0.184125	-0.0769102	-0.0835188	-0.0891737	-0.145001	-0.183002	-0.129423	-0.055254	-0.201402	-0.0669154	0.0963293	0.000360629	-0.181804	-0.189804	-0.132845	0.0513999	-0.633244	-0.249622	-0.0256234	0.154363	0.0958164	-0.340335	-0.233951	-0.00345651	-0.0277014	-0.0228403	0.521895	-0.313086	-0.34174	-0.309132	-0.319966	0.297391	-0.350616	-0.19442	-0.145368	-0.27127	-2.63691	-0.314623	-0.669026	-0.0827837	-1.79372	-0.119514	-0.795404	-1.09536	0.133274	-0.473516	-0.118765	-0.552814	-0.9486	0.124818	-0.0335341	-0.0185462	-0.083693	0.0139839	"WT"
"121"	0.226422	-0.0415359	-0.0313091	-0.182581	-0.415857	0.161023	0.00270972	0.121214	0.038113	-0.128199	0.931358	0.182285	-0.393334	-0.675316	-1.16146	0.470292	0.167152	-0.148701	-0.263527	-0.431606	0.313617	0.0659169	-0.0796869	-0.280604	-0.458241	0.33466	0.198419	-0.0891737	-0.0875494	-0.155479	0.291509	0.109387	-0.0235704	-0.154469	-0.741831	-0.0182978	0.140936	0.0627987	0.0103645	0.011195	0.932666	-0.85431	-1.58015	0.0580532	-0.511462	-0.421287	-1.05266	-1.07226	0.309409	0.178785	-0.184148	-0.160347	-0.434146	0.13732	-0.832221	0.288748	-0.289127	0.165687	"WT"
"122"	0.24569	-0.0982878	-0.193867	-0.256078	-0.344782	0.0356521	0.2243	0.0117389	0.0565003	0.129177	0.51923	0.161668	-0.243626	-0.503617	-0.719006	0.203514	-0.0182175	-0.156466	0.00194632	0.01594	0.116325	-0.0599686	-0.0429294	-0.351877	-0.241757	0.166805	0.135482	0.11027	0.0809578	-0.0319107	0.273325	-0.0265606	-0.0851079	-0.282625	-0.536681	0.0211528	0.154609	0.128571	0.0495471	0.108411	-0.214125	-0.406159	-0.247928	0.0775165	-0.220273	-0.409391	-0.438137	-0.57702	0.301318	0.159745	-0.0508476	0.0918555	0.721023	0.0387592	-0.678753	0.198683	-0.0283325	0.103867	"WT"
"123"	0.194629	-0.213116	-0.22159	-0.270518	-0.445873	0.0689734	-0.0300137	-0.0850299	-0.0491927	0.0176512	0.537346	0.153079	-0.15243	-0.458005	-0.941046	0.355603	0.101583	-0.115457	-0.269677	-0.23305	0.150807	-0.171383	-0.116697	-0.336774	-0.426119	0.30464	0.0346383	-0.126009	-0.170805	-0.15099	0.168552	-0.112642	-0.15816	-0.279046	-0.557457	-0.0683109	0.213864	-0.00372118	-0.0944966	-0.142489	-0.358397	-0.553778	-1.41143	-0.465859	-0.584655	-0.356848	-0.532299	-1.37042	0.273325	0.245057	-0.163047	-0.271552	0.877328	0.10294	-0.751706	0.151002	-0.257556	0.101798	"WT"
"124"	0.362071	-0.822723	-0.754563	-0.984597	-0.972503	0.0973681	-1.09381	-1.51685	-1.05209	-0.96676	-1.14933	-0.166478	-0.343848	-0.340134	-0.509097	-1.30128	-0.00800895	-0.492809	-0.579594	-0.885012	-1.16779	-0.985968	-0.351772	-0.449468	-0.0682882	-0.589763	-1.06996	-0.602007	-1.21257	-0.576056	0.282997	-1.11201	-0.728699	-0.965852	-0.580358	0.126841	-0.831024	-1.20872	-1.21827	-1.25172	-1.4489	-1.59932	-0.333423	-2.1375	-0.267901	-0.767131	-1.25053	-1.23113	0.473028	-0.148933	-0.879706	-0.199123	-0.163499	0.50717	-0.75021	-0.308702	-1.10134	-0.330498	"WT"
"125"	0.240559	-0.150012	-0.250164	-0.354771	-0.336776	0.260339	-0.107065	-0.0527707	-0.0106648	-0.235392	0.275627	0.132406	-0.174963	-0.45179	-0.770983	0.328492	0.0731073	-0.144852	-0.285425	-0.654245	0.104672	-0.219466	-0.0614327	-0.335836	-0.269787	0.165057	0.0621493	0.0119393	-0.128104	-0.226946	0.23531	-0.000555545	-0.229364	-0.357202	-0.501071	0.108491	-0.0607674	0.120113	0.125466	-0.47869	0.343124	-0.688801	-0.918385	-0.258108	-0.387563	-0.485707	-0.472583	-0.678765	0.340596	-0.530162	-0.209093	-0.225892	-0.845323	0.171104	-0.673978	0.125413	-0.380636	0.118001	"WT"
"126"	0.209491	-0.268035	-0.422358	-0.498219	-0.408351	0.168231	0.0535979	-0.0720444	-0.0573076	-0.242236	-0.0400326	0.0138553	-0.248838	-0.230848	-0.496784	-0.00216567	-0.00157051	-0.0623377	-0.0983604	-0.193744	-0.313015	-0.399502	-0.168079	-0.243573	-0.172329	-0.0944689	0.0487105	0.0468961	-0.0916897	-0.0375561	0.181917	-0.286065	-0.2861	-0.308507	-0.663488	-0.0755611	0.00233527	0.047999	-0.0880968	-0.012439	-0.793549	-0.435197	-1.23266	-0.158639	-0.108687	-0.360662	-0.584624	-1.36905	0.278151	0.157923	-0.104258	-0.130544	0.749972	0.0853431	-0.583044	0.0280316	-0.110439	0.0280599	"WT"
"127"	0.0882773	0.0263893	0.0435825	0.0124543	0.0448277	0.000533698	0.0858869	0.126643	0.149415	0.295864	-0.0119763	0.0413832	-0.0561387	-0.0318635	-0.0252769	-0.410818	-0.167539	0.0256384	0.227532	0.396916	0.101475	0.0039188	-0.0108581	-0.0209639	0.131418	-0.0521753	0.00463801	-0.00834556	0.188135	0.471489	-0.147022	0.00509812	0.0256809	0.0111092	0.272812	-0.673746	-0.150592	0.0655447	0.222854	0.808253	2.9964	0.578514	3.0576	1.43235	0.224374	-0.052877	0.245374	1.06303	0.0298416	0.759369	0.167075	0.440963	2.31659	-0.200873	0.000129837	0.0470497	0.36698	-0.116187	"ERCC2"
"128"	0.0956949	-0.126236	-0.118512	-0.156846	-0.246909	0.162262	0.0798525	0.00174461	0.0322984	-0.102622	0.434924	0.126114	-0.219181	-0.428102	-0.614284	-0.0106546	-0.0344765	-0.0664092	-0.0712242	0.0696609	0.0228862	-0.0759488	-0.0905233	-0.218654	-0.167023	0.129112	-0.0771795	-0.094204	0.0959919	0.118705	0.130628	0.0950467	-0.113398	-0.222786	-0.475637	0.00967681	0.0422941	-0.0823666	0.028852	0.176502	0.0626605	-0.463694	-0.5509	0.263082	0.00386125	-0.312712	-0.223185	-0.149114	0.233103	0.542694	-0.0420899	0.585674	1.09696	-0.00516543	-0.57551	0.207805	0.0218777	0.0155118	"WT"
"129"	0.401226	-0.0664621	-0.199711	-0.318355	-0.489656	0.162996	-0.0310732	0.217082	-0.0301684	-0.00795527	0.475417	0.0991875	-0.278993	-0.483095	-0.659224	0.129811	-0.0332477	-0.0260361	-0.0518238	-0.026593	0.0776532	-0.14845	-0.121636	-0.164415	-0.150726	0.299362	0.0178934	-0.043695	-0.064501	0.101153	0.19862	0.0624119	-0.109062	-0.249318	-0.479146	-0.0397715	0.155801	0.101247	0.0436105	0.0626605	-0.358959	-0.448595	0.419852	0.0834789	-0.0970929	-0.365888	-0.872919	0.232513	0.277616	0.496759	-0.049548	0.254606	1.2863	0.0171808	-0.633893	0.179447	0.00751128	0.0593691	"WT"
"130"	0.140504	0.0016005	0.0295589	-0.0327517	-0.12611	0.0216503	0.146082	0.00779829	0.0158115	-0.125548	0.462377	0.161114	-0.159346	-0.291394	-0.441386	0.12536	-0.00673287	-0.0608592	0.00555808	-0.0303098	0.2221	0.18423	-0.0424865	-0.187765	-0.218229	0.126894	0.0329895	0.0310846	-0.124873	0.00685094	0.0507733	0.19112	0.0306186	-0.0485898	-0.229848	-0.133	-0.0621765	-0.00413781	0.0153834	0.230719	2.91421	0.102551	1.59946	0.513723	-0.133106	-0.1604	-0.448692	0.42418	0.134996	0.221209	0.00741081	0.177573	1.56329	-0.0261566	-0.31356	0.178288	0.013941	0.025128	"ERCC2"
"131"	0.0870554	-0.03831	-0.0822062	-0.0459303	-0.191561	0.0663166	0.0454709	0.0842004	0.0550151	0.0592584	0.0899726	-0.022682	-0.151811	-0.0807972	0.00439352	-0.0387782	-0.0316703	-0.0423097	0.0262335	0.236278	-0.371544	-0.211341	0.0299546	0.104082	0.116724	-0.0204956	0.0346806	-0.0184834	0.158764	0.145208	0.172206	-0.141125	-0.138918	-0.0248717	-0.148428	0.00598916	0.0112094	0.106643	0.0398543	0.142309	-0.816746	-0.118915	0.719893	0.122924	-0.722222	-0.0638509	-0.251025	-0.235289	0.0740806	0.0554456	0.0662201	0.0815442	0.680216	-0.0629344	-0.0899182	0.0740395	0.133379	0.00611846	"WT"
"132"	0.0725449	0.0335393	-0.0602077	-0.081597	-0.294733	0.102107	0.0218208	0.065531	0.0451354	-0.0416339	0.779344	0.272107	-0.263877	-0.680745	-1.03942	0.276306	0.101865	-0.0260376	-0.140255	-0.203263	0.273946	0.0559175	-0.146469	-0.188675	-0.363304	0.156901	0.0879109	-0.0435374	-0.0707726	0.0582334	0.148882	0.148674	0.0847854	-0.17012	-0.641235	-0.0527483	0.10596	0.0849759	0.0180929	0.0346806	1.20602	-0.681675	-0.575312	-0.0678526	-0.46802	-0.384083	-0.647289	0.120299	0.273289	0.343305	-0.0615922	0.10091	0.785877	0.034582	-0.821669	0.327319	-0.124393	0.129771	"WT"
"133"	0.144242	-0.394104	-0.272397	-0.438683	-0.407008	0.0242062	0.148583	0.107902	-0.00177705	-0.125973	-0.117221	-0.0101475	-0.187444	-0.288759	-0.524888	-0.250596	-0.120512	-0.0604108	0.0539176	0.232513	-0.179982	-0.309277	-0.352951	-0.302239	-0.158384	0.0956544	-0.105613	0.0491846	-0.0178888	0.13711	0.285331	-0.27945	-0.420833	-0.435179	-0.56415	-0.176192	-0.0174974	0.107929	0.071543	0.160236	-1.65992	-1.03127	-1.25096	0.498833	-0.223052	-0.374507	-0.294859	-0.460014	0.278627	0.489214	0.0394192	0.432981	0.217591	-0.0502544	-0.551378	0.0177082	0.123004	-0.0843124	"WT"
"134"	0.199713	-0.0167236	-0.229692	-0.151032	-0.306759	0.108946	0.164786	0.145769	-0.025948	-0.0422325	0.562005	0.0370589	-0.243568	-0.348956	-0.673463	0.606992	0.127343	-0.158359	-0.446535	-0.733766	0.163679	0.0766138	-0.116644	-0.281844	-0.279086	0.557405	0.140752	-0.130774	-0.0741509	-0.199703	0.22731	0.117549	-0.0685045	-0.308368	-0.478109	0.121891	0.341325	0.00874503	-0.0141484	-0.129573	-1.24489	-0.421254	0.120299	-0.453273	-0.156547	-0.288856	-0.578107	-0.557123	0.232906	0.397387	-0.239917	-1.0545	0.632631	0.164439	-0.619878	0.25227	-0.485596	0.176246	"WT"
"135"	0.14732	-0.353214	-0.223893	-0.274964	-0.40506	0.258929	-0.00744618	-0.157497	-0.0574968	-0.110782	-0.0639942	0.0868653	-0.144347	-0.308466	-0.450978	-0.0470716	0.0163109	-0.063177	-0.0738138	0.0642069	-0.0720884	-0.388937	-0.242577	-0.1959	-0.162028	0.0661236	-0.086345	0.0441143	-0.175664	0.0920992	0.359386	-0.217496	-0.352896	-0.409169	-0.577231	-0.13625	0.138238	-0.103965	-0.0647998	0.104041	-0.718087	-0.38513	0.0291489	-0.119484	-0.465114	-0.373894	-0.0544717	-0.232103	0.273015	0.279031	-0.0691189	0.525207	-0.378511	0.0263185	-0.533781	0.0336661	-0.0066691	-0.0111997	"WT"
"136"	0.355761	-0.0456816	-0.0129586	-0.275624	-0.294769	0.104149	-0.143432	-0.212569	-0.482765	-0.0906877	0.481227	0.136834	-0.277774	-0.397315	-0.82096	0.698823	0.136375	-0.282921	-0.524797	-0.910955	0.212196	0.014241	-0.00408138	-0.184644	-0.214101	0.0344975	0.0452053	-0.0714879	-0.132657	-0.7024	0.378523	0.1075	-0.0332668	-0.28651	-0.445107	0.0970714	0.077243	0.0938035	-0.529697	-0.667839	-0.469885	-0.616541	-0.704872	-0.969251	-0.505627	-0.331282	-0.605503	-0.444932	0.272823	-0.0339993	-0.263887	0.13606	0.132893	0.169694	-0.694879	0.200718	-0.6418	0.248401	"WT"
"137"	0.189755	0.0734775	0.106536	-0.03354	-0.397593	0.170438	0.0426023	0.125201	0.0702382	-0.0276617	0.923461	0.274303	-0.317919	-0.796616	-1.15846	0.476537	0.0652138	-0.178967	-0.179057	-0.248629	0.469334	0.122752	-0.0192069	-0.269032	-0.445228	0.331464	0.0704718	0.136401	-0.0818993	-0.0994929	0.28481	0.325904	0.0287247	-0.098728	-0.736175	0.00936151	0.256177	0.142126	0.0540288	-0.098487	-0.329602	-0.649211	0.630396	-0.136566	-0.83374	-0.369898	-0.390391	-0.289607	0.264777	0.228345	-0.0695155	0.324707	1.1759	0.0387733	-0.885228	0.42692	-0.194014	0.197878	"WT"
"138"	0.190248	-0.0808949	-0.173876	-0.193549	-0.427685	0.109909	0.116218	0.0938711	0.0207689	0.0720372	0.498067	0.209129	-0.328172	-0.508584	-0.700713	0.13359	0.0145838	-0.103601	0.0615136	-0.173072	0.0970444	-0.0586908	-0.0386419	-0.43095	-0.212892	0.144242	0.0888607	0.104847	-0.0763077	0.143837	0.227827	-0.131451	-0.0102826	-0.296928	-0.479514	0.145586	-0.140393	0.118798	0.168321	0.101287	-0.610385	-0.769588	0.228825	0.0507176	-0.433888	-0.393827	-0.632479	-0.301588	0.288418	0.334179	-0.0494719	-0.153445	-0.230027	0.0454849	-0.720881	0.185943	-0.00716197	0.0491289	"WT"
