""	"Other_DHS_1_obs_exp"	"Other_DHS_2_obs_exp"	"Other_DHS_3_obs_exp"	"Other_DHS_4_obs_exp"	"Other_DHS_5_obs_exp"	"APOBEC_DHS_1_obs_exp"	"APOBEC_DHS_2_obs_exp"	"APOBEC_DHS_3_obs_exp"	"APOBEC_DHS_4_obs_exp"	"APOBEC_DHS_5_obs_exp"	"Other_Rep_1_obs_exp"	"Other_Rep_2_obs_exp"	"Other_Rep_3_obs_exp"	"Other_Rep_4_obs_exp"	"Other_Rep_5_obs_exp"	"APOBEC_Rep_1_obs_exp"	"APOBEC_Rep_2_obs_exp"	"APOBEC_Rep_3_obs_exp"	"APOBEC_Rep_4_obs_exp"	"APOBEC_Rep_5_obs_exp"	"Other_XPD_1_obs_exp"	"Other_XPD_2_obs_exp"	"Other_XPD_3_obs_exp"	"Other_XPD_4_obs_exp"	"Other_XPD_5_obs_exp"	"APOBEC_XPD_1_obs_exp"	"APOBEC_XPD_2_obs_exp"	"APOBEC_XPD_3_obs_exp"	"APOBEC_XPD_4_obs_exp"	"APOBEC_XPD_5_obs_exp"	"Other_XR_1_obs_exp"	"Other_XR_2_obs_exp"	"Other_XR_3_obs_exp"	"Other_XR_4_obs_exp"	"Other_XR_5_obs_exp"	"APOBEC_XR_1_obs_exp"	"APOBEC_XR_2_obs_exp"	"APOBEC_XR_3_obs_exp"	"APOBEC_XR_4_obs_exp"	"APOBEC_XR_5_obs_exp"	"Other_CBS_log_obs_exp"	"Other_Flank_log_obs_exp"	"APOBEC_CBS_log_obs_exp"	"APOBEC_log_Flank_obs_exp"	"Other_Coding_exon_obs_exp"	"Other_Intron_obs_exp"	"Other_3_UTR_obs_exp"	"Other_5_UTR_obs_exp"	"Other_Intergenic_obs_exp"	"APOBEC_Coding_exon_obs_exp"	"APOBEC_Intron_obs_exp"	"APOBEC_3_UTR_obs_exp"	"APOBEC_5_UTR_obs_exp"	"APOBEC_Intergenic_obs_exp"	"Other_Open_obs_exp"	"Other_Close_obs_exp"	"APOBEC_Open_obs_exp"	"APOBEC_Close_obs_exp"	"Genotype"
"195"	0.233876	-0.0616811	-0.100312	-0.241497	-0.318126	0.113314	-0.0101634	-0.0177778	0.0310987	-0.168919	0.772367	0.206343	-0.311206	-0.62705	-0.851951	0.388179	0.202123	-0.049039	-0.188069	-0.443317	0.214063	-0.0103785	-0.0493688	-0.185635	-0.443146	0.218632	0.0145838	0.0186057	-0.0802847	-0.232423	0.410015	0.105759	-0.13332	-0.287601	-0.736254	0.206381	0.00600353	0.00578801	-0.0986955	-0.185866	0.0892676	-0.746366	0.477947	-0.217021	-0.612212	-0.35547	-0.742396	-0.924618	0.270529	-0.230074	-0.10925	-0.47339	0.632045	0.0855878	-0.731537	0.25958	-0.228033	0.170746	"WT"
"196"	0.264128	-0.0280324	-0.259226	-0.139473	-0.229991	0.097476	0.086512	0.0703893	0.108143	0.0697709	0.136953	0.0147266	-0.248242	-0.146525	-0.102519	-0.0406304	-0.0249891	-0.074198	0.0245466	0.247369	-0.189101	-0.21843	-0.0918327	-0.00433314	0.104712	-0.0212245	-0.0123692	0.0640413	0.158802	0.223843	0.402799	-0.0688904	-0.117366	-0.256352	-0.384442	0.133734	0.0512746	0.0568055	0.0532921	0.136086	-0.495695	-0.278064	0.985646	0.166857	-0.31815	-0.182596	-0.497203	-0.945752	0.168591	0.0629368	0.0801528	0.00916082	0.822379	-0.0691658	-0.269196	0.0987699	0.114394	0.0508569	"WT"
"197"	0.253178	-0.190278	-0.175462	-0.232644	-0.258517	0.108531	0.0622875	0.0519985	0.0399104	0.0641379	0.190754	0.228258	-0.122589	-0.274329	-0.393088	-0.136276	-0.0893118	-0.0447542	0.0683819	0.294782	-0.0750154	-0.171825	-0.0985627	-0.11579	-0.0821238	-0.00217434	-0.011271	0.0482501	0.104001	0.179116	0.479944	-0.140864	-0.109385	-0.414034	-0.515124	0.0176512	0.000476011	0.0362994	0.0703206	0.195675	-1.33724	-0.477982	0.481661	0.238347	-0.593746	-0.244335	-0.475682	-0.654969	0.208617	0.0584412	0.0668263	0.440697	0.783071	-0.0669653	-0.414787	0.180848	0.174432	-0.0265636	"WT"
"198"	0.196204	-0.0639218	-0.110293	-0.350497	-0.460594	0.00977712	-0.163919	-0.0496137	0.0597014	-0.208849	0.577354	0.108397	-0.327294	-0.536198	-0.830929	0.45545	0.0929787	0.00329999	-0.44458	-0.392162	0.076477	0.0373822	-0.118674	-0.385252	-0.324974	0.145664	0.0945469	-0.0556198	-0.378823	-0.190589	0.240449	-0.0101039	-0.0898292	-0.305316	-0.63772	-0.0771019	0.084282	-0.0239972	-0.171622	-0.162972	-1.68258	-0.685255	0.56918	-0.332469	-0.303999	-0.373398	-0.720522	-0.748966	0.272823	0.105437	-0.108394	0.132485	0.316389	0.0639447	-0.755096	0.21237	-0.27425	0.168167	"WT"
"199"	0.221865	-0.131316	-0.210259	-0.339712	-0.142927	0.189806	-0.329308	-0.14307	-0.429838	-0.404372	-0.202265	0.0230992	-0.100814	-0.10723	-0.257906	-0.286463	0.013841	-0.208019	-0.0562347	-0.541347	-0.30591	-0.181799	0.0344975	0.0327638	-0.133812	-0.384365	-0.0691945	-0.277767	-0.152035	-0.173308	0.0808486	-0.114104	-0.147132	-0.079097	-0.314512	0.0657377	-0.269846	-0.244145	-0.218412	-0.390888	-2.46989	-0.242704	-0.545967	-0.0945628	-1.27754	-0.199469	-0.077385	-1.11325	0.169515	-0.614258	-0.320933	-0.272024	0.188528	0.254328	-0.193234	0.0104075	-0.351115	-0.0149616	"WT"
"200"	0.0362994	-0.0944858	0.012583	-0.0626842	-0.0203522	-0.0873624	-0.060623	0.0409345	0.0894982	-0.106285	-0.000421328	0.027607	0.105195	0.00126901	-0.174608	0.139889	0.0449396	0.0628263	-0.0534248	-0.172744	-0.0449491	0.00453735	-0.0550082	-0.0139984	-0.0171353	0.0430785	0.0872184	-0.0151161	-0.0566157	-0.164362	-0.109737	0.0729564	0.0219629	0.0276353	-0.140609	-0.148866	0.138487	0.13426	-0.124033	-0.138532	-0.336943	0.0494356	-0.761284	0.333275	-0.461299	-0.172246	-0.102386	-0.662965	0.152119	-0.631811	-0.11525	-0.0449774	0.392933	0.100897	-0.116609	0.036637	-0.128117	0.112914	"WT"
"201"	0.176667	-0.0676591	-0.168984	-0.18001	-0.245815	0.0839826	0.0899998	0.106496	0.0959109	-0.00511765	0.370767	0.142204	-0.179196	-0.366814	-0.511016	0.16449	0.087585	0.00722421	-0.0378004	-0.122502	0.157212	-0.0859131	-0.0267326	-0.219996	-0.279287	0.170412	0.171963	0.0472452	-0.0245254	-0.00123403	0.00524188	0.0403875	0.0374666	-0.130072	-0.421187	-0.139864	0.165314	0.138893	0.133787	0.0518593	-1.85798	-0.353399	0.85857	0.231961	-0.022279	-0.276793	-0.403708	-0.231842	0.211137	0.502107	0.0142696	-0.0407714	1.14994	-0.0340303	-0.429477	0.151391	-0.0151628	0.116977	"WT"
"202"	0.359128	0.0213802	-0.450284	-0.319224	-0.625382	0.174368	-0.0165602	0.0371854	0.0143124	0.0590091	0.162107	0.127871	-0.168817	-0.380044	-0.60149	-0.106849	0.0250713	0.0021192	-0.0454433	0.108504	-0.0419072	-0.362304	0.0325382	-0.346804	-0.124948	0.012254	0.0359054	0.0499374	0.089688	0.0843773	0.285994	-0.16787	-0.207045	-0.293819	-0.500002	-0.259349	-0.0574757	0.0768601	0.108812	0.338054	-1.15056	-0.506408	-0.752748	0.304009	-0.212532	-0.438587	-0.914668	-0.689816	0.32202	0.253856	-0.0250772	0.408864	1.71737	-0.0128742	-0.669554	0.0648277	0.0797843	-0.066515	"WT"
"203"	0.0722019	-0.0406097	-0.284082	-0.297264	-0.481924	-0.0165514	-0.03859	-0.0864584	-0.217068	-0.413617	0.593268	0.156164	-0.164362	-0.551518	-0.847767	0.790589	0.109374	-0.196793	-0.75251	-0.991028	0.0881823	-0.0426158	-0.22485	-0.320861	-0.464029	0.318114	-0.0054	-0.177849	-0.358056	-0.597797	0.116418	-0.0481616	-0.140158	-0.36784	-0.580897	0.0841595	-0.0217546	-0.0246971	-0.307946	-0.535629	-0.0786094	-0.718521	0.13606	-0.450981	-0.0102492	-0.39022	-1.26322	-1.34356	0.296099	-0.419667	-0.42037	-0.252477	-0.690044	0.281301	-0.76993	0.177994	-0.866116	0.162262	"WT"
"204"	0.113594	-0.225062	-0.120908	-0.481553	-0.37162	-0.00833395	0.0577622	0.0780769	0.106241	0.157186	0.111258	0.120923	-0.20345	-0.35687	-0.551581	-0.111199	-0.0782819	-0.0275338	0.0592584	0.22179	-0.269453	-0.317407	-0.0820428	-0.301044	-0.082721	0.0853023	0.00476743	0.0623566	0.0172235	0.219339	0.108317	-0.211211	-0.407224	-0.216131	-0.324403	-0.266753	0.0700458	0.102873	0.120246	0.312503	-0.635367	-0.561249	0.992805	0.305025	0.0949116	-0.380848	-0.510445	-0.253099	0.275627	0.648778	0.0295024	0.413302	1.13262	-0.0437128	-0.576187	0.0793337	0.155542	-0.00402785	"WT"
"205"	0.373153	-0.182092	-0.410047	-0.33484	-0.263563	-0.0272824	0.070032	0.060836	0.0746698	0.108357	0.0604902	0.092018	-0.1478	-0.323906	-0.316816	-0.0580944	-0.0490166	-0.00311236	0.0627849	0.136887	-0.17215	-0.265466	-0.142799	-0.131615	0.00462363	0.0709938	-0.0200552	0.00278172	0.0797433	0.152651	0.471833	-0.128092	-0.341638	-0.318374	-0.532301	0.0353142	0.096923	0.0751629	0.0323125	0.0498816	-1.02148	-0.510732	1.47895	0.158169	-0.444158	-0.326346	-0.527764	-0.427888	0.26259	0.0416215	0.0260351	-0.165986	1.02653	-0.0195184	-0.420685	0.05023	0.0938711	0.0503136	"WT"
"206"	0.246761	-0.0936881	-0.166195	-0.120065	-0.34812	0.0484036	-0.0157242	0.0493659	0.00611846	0.109681	0.439878	0.275782	-0.174796	-0.339825	-0.666043	0.115007	0.100534	0.0238799	-0.0719837	-0.0410712	0.0626605	-0.110908	0.0113811	-0.156844	-0.216949	0.067501	0.0958029	0.0017302	0.0540844	-0.021245	0.180721	0.0444221	-0.0706862	-0.324312	-0.286827	-0.124667	0.00756869	0.109575	0.10908	0.0846766	0.0144981	-0.724008	1.29734	0.000721167	0.0878566	-0.339719	-0.429215	-0.166856	0.249324	0.315821	-0.0151467	0.18109	0.88516	-0.000541112	-0.664258	0.229403	-0.0193107	0.0812987	"WT"
"207"	0.291049	-0.0794506	-0.207018	-0.23659	-0.412848	0.330558	-0.125746	-0.228049	-0.568918	-0.145211	0.416105	0.150443	-0.264779	-0.470703	-0.652271	0.686433	0.0321714	-0.332052	-0.527213	-0.766735	-0.027597	-0.0976917	0.0215508	-0.258971	-0.18246	0.0916389	0.114034	-0.192281	-0.242147	-0.392207	0.314279	-0.0509283	-0.184887	-0.19778	-0.516993	0.0174944	0.108611	-0.130989	-0.250145	-0.394263	-0.0342165	-0.323738	0.18442	0.0771062	-0.294535	-0.443458	-0.587455	-0.756414	0.311224	-1.02367	-0.416358	-0.153806	0.333996	0.303284	-0.64476	0.152002	-0.679421	0.0920044	"WT"
"208"	0.170771	0.0815169	-0.0739657	-0.0457084	-0.238044	0.0591614	0.0719548	0.0790196	0.0663579	0.0905825	0.813574	0.224201	-0.314135	-0.578084	-0.936917	0.14965	0.0182211	0.00180224	-0.0331369	-0.0149849	0.357518	0.119529	-0.0124463	-0.230284	-0.372094	0.157031	0.132537	0.0223607	-0.0487226	0.098177	0.178275	0.216399	0.050439	-0.106765	-0.49262	-0.201163	0.0882366	0.19478	0.0850303	0.16633	-0.181986	-0.424939	0.634603	0.0622046	-0.353039	-0.347461	-0.332012	-0.365725	0.248158	0.377601	0.00600353	0.230142	0.949049	-0.0228535	-0.735271	0.320242	0.00181665	0.0887929	"WT"
"209"	0.0561396	0.0792108	0.0689322	0.0371995	-0.136574	0.0814623	0.161011	0.146382	0.0730387	-0.150226	0.525618	0.365435	0.0381271	-0.329408	-0.7526	0.723768	0.455229	-0.0248233	-0.513904	-1.11538	0.354847	0.251265	0.0391244	-0.139714	-0.280061	0.503969	0.344329	0.0655861	-0.15804	-0.51123	0.0591753	0.301822	0.230609	0.0102356	-0.526425	0.214622	0.469563	0.265713	-0.0355156	-0.856079	0.39928	-0.390916	-0.215161	-0.570863	-0.248463	-0.282535	-0.481773	-0.447231	0.221877	-0.645365	-0.336446	-0.821756	-1.06189	0.246761	-0.40169	0.318774	-0.540722	0.381593	"WT"
"210"	0.237099	-0.0569113	-0.053621	-0.203688	-0.427815	0.0240359	-0.0587599	-0.134927	-0.0263167	-0.117894	0.614964	0.12144	-0.235299	-0.530862	-0.858044	0.631812	0.0544595	-0.296951	-0.335237	-0.593768	0.261134	0.00440791	-0.0190242	-0.377889	-0.349478	0.114687	0.206856	0.0120108	-0.427917	-0.276237	0.224633	0.0861044	-0.103155	-0.184316	-0.529308	0.0971658	-0.0826049	0.0558898	-0.136544	-0.26437	-0.466758	-0.397136	-0.910732	0.0890371	-0.234316	-0.375457	-0.801848	-0.786074	0.279388	0.0295448	-0.262922	-1.0835	-0.553361	0.212793	-0.719723	0.2404	-0.457391	0.201094	"WT"
"211"	0.197048	0.0613062	-0.00541593	-0.159966	-0.372694	0.0773934	0.15707	0.110911	-0.0895759	-0.367132	0.896993	0.287874	-0.310536	-0.737735	-1.2247	1.09415	0.23738	-0.405018	-0.802203	-1.5828	0.397069	0.163074	0.00397635	-0.325187	-0.56273	0.561067	0.188717	0.0179932	-0.247856	-0.941861	0.370254	0.290483	0.0361446	-0.333736	-0.839764	0.2929	0.271689	0.0837104	-0.116278	-0.84358	-0.669026	-0.738399	-1.46989	-0.869312	-0.43445	-0.420117	-0.810538	-0.964953	0.299034	-0.947311	-0.35426	-1.29001	0.0181499	0.261675	-0.889859	0.332221	-0.963076	0.369494	"WT"
"212"	0.149884	-0.0549512	-0.156442	-0.245538	-0.401513	0.0376493	0.0868653	-0.042644	-0.169264	-0.0501588	0.631263	0.206731	-0.227991	-0.531556	-0.947815	0.515369	0.16346	-0.152983	-0.240033	-0.653115	0.222223	0.0189332	-0.151886	-0.324294	-0.484467	0.337129	0.0538759	-0.0619943	-0.139077	-0.384309	0.0775848	0.108732	-0.031601	-0.270091	-0.637085	-0.0386982	0.125082	0.03011	-0.0182934	-0.246704	-0.141869	-0.483743	-0.321928	-0.0539998	-0.210967	-0.353601	-0.86289	-1.17337	0.266085	-0.187382	-0.245607	-0.00265556	0.00180224	0.176731	-0.747599	0.206768	-0.351881	0.183671	"WT"
"213"	0.222434	-0.0258422	-0.319251	-0.222948	-0.429018	0.0687809	0.020143	0.0247168	-0.00335817	0.0182069	0.497863	0.0540149	-0.327124	-0.3802	-0.583143	-0.0130823	0.0173661	0.0641931	-0.0034406	0.00194632	-0.0388346	-0.181136	-0.151843	-0.267021	-0.0586082	0.013941	0.103383	-0.0929124	-0.0726769	0.16221	0.273313	-0.0584895	-0.162643	-0.312737	-0.527217	-0.247239	0.11707	0.053306	0.167204	0.00357345	1.82032	-0.801523	0.168129	0.366722	0.143315	-0.335814	-0.862321	-0.351496	0.247125	0.484386	-0.0148873	-0.111658	0.965293	-0.000835562	-0.673771	0.156837	0.0296437	0.0260776	"WT"
"214"	0.217938	-0.211371	-0.124741	-0.183431	-0.292281	0.138356	0.118944	-0.418894	-0.0215276	-0.128986	0.193557	0.101112	-0.141292	-0.265247	-0.543507	0.265653	0.215567	-0.242736	-0.514911	-0.391051	-0.0129644	-0.168505	-0.0400118	-0.171018	-0.140808	0.147776	-0.141803	0.019645	-0.198586	-0.0803228	0.262758	0.0720646	-0.170319	-0.285838	-0.491821	0.191133	0.214361	0.120206	-0.45886	-0.45812	-1.1592	-0.437359	-0.970854	-0.836501	-0.364199	-0.340097	-0.327687	-0.0835784	0.261025	0.108357	-0.246125	-0.505214	0.286302	0.203339	-0.513733	0.0798252	-0.44109	0.0334406	"WT"
"215"	0.153766	-0.0939329	-0.0566772	-0.198916	-0.398477	0.159074	0.101287	-0.0701484	-0.216297	-0.446785	0.670188	0.0296154	-0.326085	-0.533731	-0.62878	0.903948	0.0125544	-0.376731	-0.735946	-1.01782	0.0835742	-0.144057	-0.161711	-0.181768	-0.141881	0.247247	0.0530696	-0.0465559	-0.276642	-0.398659	0.328457	0.102712	-0.154263	-0.310941	-0.658461	0.174355	0.194415	-0.00946621	-0.355538	-0.520416	-0.742007	-0.51618	0.277533	-0.758802	-0.309186	-0.331897	-0.89388	-0.552713	0.258881	-0.262488	-0.456334	-0.520664	0.431152	0.308198	-0.701616	0.270864	-0.821029	0.25158	"WT"
"216"	0.108852	-0.150419	-0.213686	-0.173589	-0.109382	0.0806304	0.0505226	0.0442402	0.0964643	0.0597152	-0.0583978	0.0509683	-0.0578977	-0.0623573	-0.144345	-0.10108	-0.075631	0.0182069	0.0935467	0.196343	-0.279175	-0.13827	-0.102213	-0.0364785	0.0267151	0.0674597	-0.0155579	0.0281023	0.087069	0.161436	0.0326933	-0.178509	-0.0880155	-0.0821574	-0.208771	-0.248922	0.0967206	0.0817214	0.026021	0.323474	-0.893362	-0.0687602	1.03505	0.237674	-0.343747	-0.104289	-0.367695	0.509311	0.106147	0.70272	0.0507315	0.408658	1.54793	-0.0726618	-0.188554	0.0331446	0.11218	0.0124972	"WT"
"217"	0.357203	-0.182103	-0.267594	-0.341409	-0.509093	0.110363	-0.00128168	0.0891591	0.0313528	-0.0279676	0.262313	0.023227	-0.238429	-0.209767	-0.437744	0.0404576	-0.0554324	-0.0679071	0.0415514	0.118493	-0.309084	-0.295326	-0.0228974	-0.122215	-0.0892689	-0.0422577	-0.029999	0.0396157	0.0578038	0.168719	0.515208	-0.163535	-0.360659	-0.497028	-0.508703	0.128069	0.0128833	-0.00475574	0.0353142	0.0315646	-0.57918	-0.797548	0.372908	-0.0631243	-0.569443	-0.326646	-0.862305	-0.993531	0.263419	-0.158468	0.0202426	0.00883106	0.754563	-0.0136852	-0.46407	0.052068	0.0564171	-0.01013	"WT"
"218"	0.176221	-0.0973012	-0.231142	-0.0547489	-0.345698	-0.0335385	-0.0852794	-0.0279132	0.100534	-0.243668	0.470552	0.0993356	-0.149034	-0.387529	-0.684531	0.424503	0.181013	-0.184564	-0.156819	-0.573237	0.0674184	-0.028824	-0.0466066	-0.218632	-0.243781	0.173639	0.0651449	0.00342953	-0.184185	-0.355686	0.201797	0.0300818	-0.0226732	-0.229763	-0.523085	-0.0934141	0.0409906	0.0373963	-0.118904	-0.146555	-0.282144	-0.450571	-0.257011	-0.314878	-0.431869	-0.363949	-0.558347	-0.404903	0.272095	-0.468661	-0.224181	0.0996722	0.537236	0.174649	-0.655276	0.12828	-0.422921	0.201182	"WT"
"219"	0.114993	-0.0174273	-0.0231584	-0.038842	0.070142	0.0207404	0.0285833	0.101865	0.129956	0.269524	0.0856694	-0.00653866	-0.0512781	-0.0385574	-0.0690947	-0.403464	-0.24879	-0.00944007	0.226681	0.453396	0.0593137	0.021167	-0.0360273	-0.0236848	0.0850031	-0.0658413	-0.0869134	0.0280174	0.154713	0.459222	-0.181218	-0.039131	-0.010893	0.0278335	0.264104	-0.651987	-0.160901	0.0168956	0.188895	0.789003	2.22635	0.635039	3.06929	1.27104	0.195511	-0.0181707	-0.00432591	1.28611	0.00820001	0.668818	0.181497	0.48869	2.39235	-0.21219	0.005285	0.0289086	0.372339	-0.180541	"ERCC2"
"220"	0.00483933	-0.00951704	-0.0222629	0.0271541	0.116538	0.00784134	0.0344552	-0.00704454	0.188591	0.184826	-0.544529	-0.244048	-0.0643079	0.251277	0.332966	-0.210468	-0.151011	-0.0165689	0.129692	0.258121	-0.154337	-0.0971284	-0.0144384	0.00723857	0.332221	0.0374103	0.0446319	0.00493998	0.0341594	0.281158	-0.483243	-0.22131	-0.162104	0.139286	0.597336	-0.451037	0.146773	0.016696	0.0688496	0.482332	6.67317	0.92945	2.75244	0.718403	0.295958	0.14274	0.245605	1.29278	-0.142099	0.677801	0.0926675	0.157729	1.74583	-0.120032	0.273528	-0.179587	0.269285	-0.133491	"ERCC2"
"221"	0.262493	-0.431417	-0.487023	-0.359536	-0.356864	0.105678	-0.125513	-0.4489	-0.383853	-0.0573767	0.0182211	-0.0189146	-0.108145	-0.304806	-0.497018	0.155283	0.00475306	-0.110556	-0.16665	-0.530031	-0.261837	-0.38774	-0.159389	-0.321827	-0.128934	-0.0484868	-0.337235	-0.297465	0.0669089	-0.264911	0.319398	-0.38559	-0.369285	-0.418248	-0.516208	-0.134069	-0.347417	-0.0640937	-0.127439	-0.180958	-0.604071	-1.09761	0.54582	-0.472777	-0.147557	-0.33302	-0.895655	-0.0131639	0.263287	0.03838	-0.146351	-0.212743	-0.0143553	0.156021	-0.566737	-0.0314049	-0.378834	0.0818441	"WT"
"222"	0.297321	-0.102256	-0.0868934	-0.244847	-0.41166	0.16669	0.0525828	-0.354153	-0.391768	-0.754176	0.522739	0.262301	-0.269055	-0.628078	-0.970232	0.642526	0.293877	-0.451619	-0.72694	-1.03734	0.230892	-0.0370735	-0.0672086	-0.322651	-0.300354	0.364584	-0.109141	-0.162197	-0.55467	-0.837272	0.325421	0.107581	-0.195031	-0.246346	-0.586854	0.166368	-0.121016	-0.290775	-0.342739	-0.591906	0.931138	-0.679719	0.260146	-0.663344	-0.549806	-0.411763	-0.701682	-2.01792	0.301061	-0.304204	-0.513634	-0.99458	-1.14405	0.329457	-0.85599	0.24007	-0.79499	0.192144	"WT"
"223"	0.0997665	-0.0697471	-0.0029143	-0.0560802	-0.062395	0.0568609	0.0322278	-0.0644588	0.0163252	0.114194	0.0905283	0.0343707	-0.0436013	-0.0740355	-0.195205	0.0946415	-0.0306237	-0.0937051	-0.028078	-0.0742314	0.0544734	-0.00926002	-0.0185389	-0.0570749	-0.0580253	0.0571383	0.080644	-0.0185316	-0.0108901	0.0534728	0.0580809	-0.0421671	-0.0196017	-0.0476739	-0.0355703	-0.114993	-0.0452468	0.0119822	0.0635029	0.218893	2.22726	0.280636	0.912052	0.353594	-0.187112	-0.0563937	0.044548	0.44437	0.0484734	-0.0877717	-0.0282883	0.13072	1.17058	0.0192322	-0.109404	0.100359	-0.0166171	0.0191183	"ERCC2"
"224"	0.344147	-0.614728	-0.48241	-0.561537	-0.759302	0.112593	0.0671017	-0.0607569	-0.0406675	-0.0582657	-0.13753	0.0346524	-0.185896	-0.340273	-0.668857	-0.134566	0.0428964	-0.0172448	0.0064632	-0.0548478	-0.497179	-0.394289	-0.290981	-0.398469	-0.232099	-0.027003	-0.12601	0.0508151	0.11715	-0.000627709	0.174368	-0.254771	-0.542408	-0.558897	-0.752362	-0.230905	-0.222587	0.0853159	0.126418	0.206493	-0.933573	-0.943608	1.11403	-0.0750822	-0.169461	-0.449448	-0.391318	-0.494843	0.336535	0.364135	-0.0591477	0.450327	0.461958	0.0285409	-0.6676	-0.0821986	0.00860162	-0.0366132	"WT"
"225"	0.180377	-0.251729	-0.176733	-0.251137	-0.540789	0.0718038	-0.0182672	-0.0980206	-0.000744623	-0.204767	0.39628	0.173371	-0.226729	-0.483692	-0.803559	0.222792	0.167872	-0.108271	-0.206367	-0.240617	0.0335534	-0.232857	-0.0711044	-0.336384	-0.349921	0.197274	-0.039051	0.0426864	-0.252377	-0.219534	0.329594	-0.15408	-0.301476	-0.350177	-0.606553	-0.121377	0.0700046	-0.134612	0.0484873	-0.113152	-2.24793	-0.957095	-0.163499	-0.365747	-0.0790802	-0.468813	-1.0062	-0.814831	0.324212	0.284763	-0.154829	0.179919	-0.244887	0.102752	-0.744043	0.0958974	-0.135103	0.0541817	"WT"
"226"	0.314418	-0.183467	-0.180221	-0.383501	-0.392552	-0.0459243	-0.051015	0.0331869	-0.084161	0.033497	0.334088	0.154933	-0.270105	-0.515225	-0.799433	0.151547	-0.0128218	-0.107127	-0.202165	-0.116181	-0.0798942	-0.165412	-0.0322043	-0.321663	-0.119902	-0.0773941	-0.0918696	0.159952	-0.101544	-0.0169966	0.311852	-0.136513	-0.267219	-0.303221	-0.397798	-0.138283	-0.0109235	0.005285	-0.0331975	0.057582	0.246639	-0.846236	0.805912	-0.00992082	-0.0884127	-0.425782	-0.992767	-0.0532497	0.305644	-0.450822	-0.127031	0.637147	0.731826	0.0943442	-0.719084	0.172654	-0.121273	0.121175	"WT"
"227"	0.323751	-0.507199	-0.40688	-0.451715	-0.59742	0.0699358	0.064938	0.0674322	0.059383	-0.0189102	-0.0607132	0.181611	-0.306994	-0.378076	-0.66233	0.0696197	0.0162966	-0.0601957	-0.00227982	0.0162396	-0.158948	-0.333849	-0.203859	-0.567847	-0.200097	0.170771	0.0548346	-0.0216872	-0.0318517	0.0662477	0.307219	-0.324798	-0.469554	-0.677331	-0.45572	-0.184379	0.0226306	0.0738339	0.119237	0.186741	0.224794	-0.303212	0.754563	0.07556	-0.240423	-0.485461	-0.775246	0.169207	0.339719	0.715542	-0.0392451	0.206843	1.35845	0.00578801	-0.608481	0.00319923	0.000201963	0.108759	"WT"
"228"	0.284396	-0.146756	-0.233442	-0.348324	-0.274332	0.112887	-0.0971716	-0.0566232	-0.0120127	-0.215782	0.175275	0.0345961	-0.348807	-0.41247	-0.0610067	0.270314	-0.0302155	-0.146239	-0.221598	-0.0239356	-0.276576	-0.384623	-0.139929	-0.109455	0.159875	-0.031001	-0.0764613	-0.0769102	-0.063367	-0.00279866	0.504346	-0.142032	-0.334047	-0.377673	-0.462181	0.157238	-0.126957	-0.0852212	-0.105497	-0.103655	0.00827174	-0.603056	0.434401	-0.521596	-0.674593	-0.267443	-0.896971	-1.70768	0.23282	-0.182891	-0.0373385	-0.324811	-0.248266	0.0540149	-0.363728	0.0792381	-0.120214	0.139417	"WT"
"229"	0.213017	-0.179038	-0.276894	-0.469204	-0.359568	-0.0543474	-0.215538	-0.0899535	-0.106916	-0.129612	0.171591	0.070032	-0.187521	-0.431816	-0.65885	0.149038	0.0126116	-0.12164	-0.149125	-0.316384	-0.124407	-0.204718	-0.0180436	-0.37862	-0.259066	-0.0303481	-0.045975	-0.148502	-0.291401	-0.0825209	0.296134	-0.184152	-0.223045	-0.420152	-0.559879	0.0263893	-0.134629	-0.543141	-0.0341411	0.0172663	-1.0036	-0.585817	0.112473	0.0912598	-0.504706	-0.446079	-0.481652	-0.885964	0.32179	0.321928	-0.217395	-0.438958	0.251543	0.156772	-0.662764	0.0577067	-0.246781	0.0325805	"WT"
"230"	0.276997	-0.375384	-0.583796	-0.511705	-0.45454	0.327538	-0.364885	-0.263035	-0.278767	-1.0009	-0.11957	0.0973007	-0.184831	-0.277795	-0.588428	-0.224358	0.0859685	-0.46899	-0.225801	-0.312787	-0.248778	-0.478977	-0.378464	-0.266227	-0.14246	-0.258907	-0.631627	-0.157967	-0.178992	-0.153382	0.130865	-0.38971	-0.216885	-0.514394	-0.556417	0.291521	-0.505582	-0.671216	-0.275924	-0.296898	-1.83592	-0.635721	-0.584962	0.230006	0.0683406	-0.437805	-0.628852	-1.14731	0.32202	0.258917	-0.473589	-0.0995362	-1.3505	0.326227	-0.607768	-0.0914868	-0.427124	-0.290914	"WT"
