	A.C.A.A	A.C.A.C	A.C.A.G	A.C.A.T	C.C.A.A	C.C.A.C	C.C.A.G	C.C.A.T	G.C.A.A	G.C.A.C	G.C.A.G	G.C.A.T	T.C.A.A	T.C.A.C	T.C.A.G	T.C.A.T	A.C.G.A	A.C.G.C	A.C.G.G	A.C.G.T	C.C.G.A	C.C.G.C	C.C.G.G	C.C.G.T	G.C.G.A	G.C.G.C	G.C.G.G	G.C.G.T	T.C.G.A	T.C.G.C	T.C.G.G	T.C.G.T	A.C.T.A	A.C.T.C	A.C.T.G	A.C.T.T	C.C.T.A	C.C.T.C	C.C.T.G	C.C.T.T	G.C.T.A	G.C.T.C	G.C.T.G	G.C.T.T	T.C.T.A	T.C.T.C	T.C.T.G	T.C.T.T	A.T.A.A	A.T.A.C	A.T.A.G	A.T.A.T	C.T.A.A	C.T.A.C	C.T.A.G	C.T.A.T	G.T.A.A	G.T.A.C	G.T.A.G	G.T.A.T	T.T.A.A	T.T.A.C	T.T.A.G	T.T.A.T	A.T.C.A	A.T.C.C	A.T.C.G	A.T.C.T	C.T.C.A	C.T.C.C	C.T.C.G	C.T.C.T	G.T.C.A	G.T.C.C	G.T.C.G	G.T.C.T	T.T.C.A	T.T.C.C	T.T.C.G	T.T.C.T	A.T.G.A	A.T.G.C	A.T.G.G	A.T.G.T	C.T.G.A	C.T.G.C	C.T.G.G	C.T.G.T	G.T.G.A	G.T.G.C	G.T.G.G	G.T.G.T	T.T.G.A	T.T.G.C	T.T.G.G	T.T.G.T	Genotype
205	0.004160298	0.004278716	0.005823594	0.002365334	0.003650001	0.004304074	0.007420354	0.003131486	0.00365834	0.003361933	0.003279176	0.002442574	0.011855446	0.007331773	0.009282975	0.007234655	0.003531416	0.002181306	0.005435355	0.003638975	0.002592029	0.001335747	0.002120101	0.00335124	0.00250664	0.001065979	0.004918764	0.002721725	0.068891101	0.019277506	0.027848925	0.076846154	0.00948161	0.006460022	0.078036162	0.006974701	0.009839132	0.010834392	0.051235781	0.010218534	0.008129643	0.006559869	0.052876717	0.007257933	0.104108751	0.027114919	0.110069562	0.047334054	0.003549426	0.003069318	0.002709461	0.001956976	0.002723897	0.002144408	0.001974258	0.002004854	0.00146215	0.001859185	0.002336862	0.001606286	0.00318992	0.001138164	0.001236084	0.00144714	0.013629797	0.004530898	0.008872155	0.005792648	0.005826112	0.003535376	0.004333737	0.004254202	0.008084831	0.003615082	0.004933376	0.004149572	0.004831791	0.003266036	0.002678182	0.002615008	0.001893027	0.000876948	0.001328167	0.000978488	0.000907966	0.000869355	0.000866747	0.001124674	0.000946097	0.001239457	0.003959683	0.001807072	0.001735692	0.000791766	0.001596609	0.001345586	WT
206	0.00639026	0.007777157	0.024742874	0.004638305	0.005700519	0.007137028	0.011873834	0.00515642	0.006594125	0.004085651	0.015673873	0.004043312	0.006118352	0.005859069	0.013317689	0.005878404	0.005213107	0.002916434	0.01034702	0.004076086	0.002084061	0.003267555	0.005732196	0.003692251	0.002198042	0.002945469	0.00807442	0.002830318	0.010851416	0.006444976	0.009219938	0.014414869	0.014966661	0.012540665	0.115616704	0.010190216	0.011646222	0.018831436	0.070424118	0.016678791	0.010126692	0.012256953	0.068395083	0.012129936	0.022280035	0.016258917	0.065051787	0.017635212	0.006909634	0.004318673	0.0051095	0.00489809	0.003243975	0.003962282	0.003682575	0.00305971	0.004086152	0.002034635	0.003836087	0.002947018	0.004674735	0.001949591	0.00298397	0.002324077	0.030764323	0.008044588	0.018468071	0.016417673	0.010871699	0.005641216	0.006695591	0.007762598	0.016244948	0.008138541	0.009853478	0.008685948	0.009295112	0.004873978	0.005669542	0.004353966	0.00301611	0.002371036	0.002770211	0.003129335	0.00227955	0.001746091	0.002008677	0.001983145	0.00219257	0.002992111	0.005942174	0.002869465	0.002446082	0.002293637	0.002685573	0.0031478	WT
207	0.006659176	0.005444445	0.011070424	0.004174382	0.004577127	0.004742764	0.006601238	0.003025033	0.005861913	0.00451502	0.007254604	0.002264436	0.010873274	0.008576232	0.012170049	0.008805143	0.00394794	0.002474748	0.008779992	0.00369731	0.001872461	0.002407865	0.008338406	0.003079051	0.001865154	0.00225751	0.006448537	0.002538913	0.045599181	0.011994295	0.016081851	0.048233101	0.011701123	0.009569024	0.101924249	0.007275352	0.009674381	0.009193665	0.062190608	0.010317523	0.008926094	0.009110665	0.067306601	0.008714646	0.066513092	0.020819114	0.09127537	0.032965069	0.007305719	0.002874213	0.003552123	0.006734725	0.002455096	0.001937542	0.001846508	0.002211684	0.00253706	0.002132729	0.002170081	0.002698124	0.004289634	0.001994928	0.001417951	0.002521294	0.014471838	0.006969967	0.013895069	0.00788925	0.006472526	0.004786868	0.006060332	0.00538497	0.008372299	0.007109098	0.006574069	0.005791095	0.005673387	0.004184484	0.004912187	0.003594716	0.002791994	0.001940094	0.00198501	0.004117803	0.001115953	0.001652609	0.001231005	0.001923204	0.001522236	0.002234288	0.005169899	0.001447774	0.001845004	0.002676123	0.001620515	0.002196771	WT
208	0.009042219	0.008792017	0.009755125	0.004757589	0.006840304	0.005912133	0.012992889	0.004848275	0.006559889	0.005276472	0.010048099	0.004447973	0.012546769	0.007282123	0.013816155	0.009948805	0.003735474	0.002930672	0.008565476	0.003270842	0.002431388	0.002228419	0.006279897	0.003164846	0.001909841	0.001809076	0.007536074	0.002822752	0.019690185	0.007708204	0.01462887	0.024331318	0.011147129	0.008792017	0.102547777	0.00832578	0.01017941	0.012370001	0.079040077	0.01208702	0.00871884	0.009799162	0.090684092	0.00910979	0.039319315	0.017546817	0.094816751	0.022249638	0.005742635	0.003448517	0.004200021	0.004413492	0.002735831	0.002592852	0.00233129	0.002786962	0.003268014	0.002152178	0.003222291	0.002337952	0.004686058	0.001940913	0.002114758	0.003298532	0.015806748	0.007658396	0.012241923	0.007555707	0.008022013	0.004866038	0.00784966	0.00650291	0.009593203	0.006836329	0.010223813	0.006521656	0.005951006	0.004397381	0.006817728	0.003765306	0.002581285	0.001791438	0.002474431	0.001822964	0.00120562	0.00145626	0.0020657	0.002517256	0.002213816	0.00284847	0.009388404	0.002214902	0.001408692	0.00206222	0.002777593	0.002645049	WT
209	0.003225187	0.003406477	0.003503076	0.002857806	0.002943364	0.003943072	0.00495953	0.002891626	0.002920558	0.002548438	0.003287547	0.002029013	0.014033126	0.008332665	0.014403181	0.008226102	0.003807175	0.002607427	0.008563074	0.004104296	0.003500217	0.002566717	0.005668035	0.003690266	0.002309279	0.00139753	0.005958678	0.002623723	0.094161777	0.024934629	0.046533353	0.096501906	0.006862615	0.003953195	0.052935365	0.004408318	0.007212568	0.005989006	0.03755073	0.006141263	0.005603397	0.005795641	0.042738106	0.006052055	0.105697906	0.027722745	0.1353899	0.045398353	0.002917959	0.001978169	0.001571237	0.001471478	0.00197228	0.001539781	0.001327578	0.002402161	0.000991626	0.001553275	0.001529346	0.001308439	0.002845335	0.000967428	0.000981064	0.001565374	0.00621549	0.00304052	0.005139811	0.003786604	0.003565276	0.002963351	0.00238964	0.00424055	0.004138963	0.003520758	0.003644398	0.003187222	0.003245093	0.003274373	0.002117034	0.001629007	0.002111369	0.000842554	0.001251664	0.001471478	0.001024069	0.000842521	0.000941373	0.003799336	0.001077855	0.000776638	0.002570602	0.002549778	0.001763637	0.000942622	0.001316692	0.001807179	WT
210	0.011672557	0.011609461	0.009706444	0.009591544	0.008950117	0.00897443	0.007190602	0.008464735	0.009414126	0.006674598	0.008579641	0.005761822	0.010223686	0.009738426	0.012079741	0.015594427	0.006806648	0.004487691	0.009254982	0.006417872	0.003967577	0.003840021	0.006779711	0.005078841	0.002717886	0.002955893	0.005243114	0.004544536	0.020360486	0.010142662	0.008995552	0.02785452	0.014035195	0.008877823	0.100901874	0.011601537	0.009842053	0.012641866	0.058962938	0.015332351	0.008862671	0.010011897	0.060534137	0.011117882	0.027687944	0.015654979	0.064767972	0.020595929	0.008309898	0.005481181	0.004942248	0.007623459	0.005147138	0.004414372	0.00338764	0.005345011	0.004550681	0.004263834	0.004113855	0.004980964	0.006736894	0.003251227	0.002455514	0.004856501	0.020362002	0.007648159	0.012201174	0.010172198	0.007478748	0.006503617	0.004731498	0.007079296	0.010201526	0.006966264	0.006982231	0.007666015	0.008755235	0.006502454	0.004102506	0.004679364	0.004787822	0.00191204	0.002996238	0.003641055	0.00233161	0.001954455	0.002379747	0.002985246	0.002800419	0.002942646	0.007359649	0.004124861	0.003082061	0.001870175	0.00401267	0.003823203	WT
211	0.016023368	0.010169389	0.006033327	0.007566988	0.008361473	0.005930798	0.008001372	0.007000781	0.02219911	0.006480584	0.011465798	0.013169143	0.011744227	0.00813838	0.01040238	0.020781568	0.00382327	0.00294279	0.003964758	0.004712537	0.001456212	0.00233937	0.002196455	0.002610047	0.001624325	0.001747573	0.003639936	0.002819746	0.003936859	0.002946655	0.003925426	0.007305867	0.00923599	0.006183584	0.201340729	0.007028412	0.004767919	0.006260287	0.089270213	0.006195813	0.005835538	0.006007283	0.130673694	0.006321188	0.007033266	0.008250634	0.086163109	0.007854297	0.0060307	0.002887829	0.003019337	0.005595775	0.003695471	0.00324239	0.002073866	0.00464624	0.003093265	0.0017427	0.002853348	0.003268837	0.007685749	0.002790421	0.001760826	0.004542864	0.010422395	0.004380415	0.004434651	0.005022295	0.005711182	0.004220254	0.003591851	0.006231172	0.005117252	0.004310889	0.003746821	0.005170705	0.006186091	0.00448225	0.003178634	0.003156332	0.004769927	0.001200558	0.001887086	0.002641484	0.002183687	0.001080797	0.001646265	0.007555567	0.001871234	0.00178856	0.005043797	0.004457505	0.00339506	0.001516055	0.00246973	0.004317412	WT
212	0.012865034	0.006902109	0.010151555	0.002978293	0.003441065	0.004495978	0.006309751	0.002137245	0.00337003	0.002510125	0.006535272	0.001824788	0.008164375	0.005764158	0.009585078	0.011225243	0.010304368	0.002193694	0.00445678	0.002707539	0.001788004	0.002318978	0.003380224	0.002207319	0.00172822	0.001150474	0.006273861	0.002269858	0.037613306	0.011931405	0.021425469	0.050893393	0.037823818	0.007062623	0.09185919	0.006227339	0.007286961	0.008140086	0.047548483	0.010195711	0.006653648	0.007321197	0.086788406	0.007922249	0.053529071	0.018622666	0.077244454	0.031059318	0.011288009	0.002609934	0.00240558	0.00551641	0.001158106	0.015154392	0.001228369	0.001496887	0.001151891	0.001646793	0.010349503	0.00145124	0.010530825	0.001357045	0.000985387	0.008079512	0.03292839	0.004474172	0.00694569	0.004393159	0.004198133	0.004139736	0.003531561	0.006642436	0.005430342	0.003820559	0.013992528	0.003030532	0.004128562	0.005207266	0.00279193	0.00989295	0.005915641	0.001211755	0.001761833	0.001872085	0.00043429	0.001478477	0.000767731	0.000810814	0.001042187	0.001383306	0.007948418	0.004054937	0.001047099	0.000946776	0.002759084	0.008419532	WT
213	0.004240491	0.003844223	0.007154496	0.00247696	0.003451378	0.003880775	0.006159576	0.002873045	0.003914044	0.002532062	0.006532843	0.002363556	0.016250237	0.010482689	0.012108993	0.011139338	0.003373118	0.002423532	0.009474872	0.003836268	0.002292137	0.002439344	0.009327359	0.003940176	0.001957022	0.001674428	0.00612454	0.002919687	0.073064042	0.021374612	0.027960766	0.090125375	0.0087942	0.005933474	0.065163919	0.00649447	0.00893143	0.006948435	0.044172962	0.007716177	0.007153253	0.006493514	0.043075931	0.006951637	0.108516849	0.028551948	0.115806006	0.04936902	0.003464908	0.002183842	0.002487242	0.002300249	0.001469705	0.001270094	0.001295064	0.001631741	0.0014993	0.001491851	0.001551848	0.001866711	0.002102766	0.001404848	0.001205625	0.001492091	0.008296922	0.004367684	0.005662443	0.004327587	0.003919213	0.002886578	0.003453504	0.004067175	0.004283715	0.003446691	0.003362338	0.003566751	0.003084056	0.002760403	0.002667765	0.001770277	0.00205066	0.001346703	0.001640521	0.001150125	0.000942119	0.001068034	0.001223116	0.001339489	0.001584974	0.002263498	0.005916422	0.001466701	0.001308387	0.001281616	0.001410837	0.001580604	WT
214	0.006846641	0.007316913	0.010989586	0.005753462	0.006232242	0.005336535	0.009191027	0.004833406	0.006063954	0.003450227	0.007839612	0.003683906	0.009641425	0.008268503	0.008792675	0.011845704	0.003515843	0.002182237	0.008910475	0.003294321	0.002306739	0.002838582	0.005947135	0.002731925	0.002176804	0.001442822	0.007212443	0.002669497	0.029114818	0.010105948	0.013527192	0.037022043	0.013175157	0.009627517	0.128013829	0.008212603	0.010683844	0.016179919	0.070014	0.012440766	0.008499901	0.009221516	0.076201026	0.009183069	0.051789316	0.020308604	0.08522131	0.028551184	0.005032589	0.003019021	0.002926341	0.004611221	0.002778492	0.002216948	0.001694563	0.002207144	0.002500383	0.002133505	0.001837436	0.002406519	0.00628042	0.001211453	0.001812485	0.002194795	0.019370037	0.006205765	0.011746007	0.006946774	0.008972213	0.003325422	0.004788982	0.005873248	0.010462127	0.005531308	0.006455855	0.006144303	0.007500616	0.004240087	0.004885829	0.003418442	0.003403334	0.001453603	0.001747676	0.001886408	0.000752508	0.000931118	0.001399856	0.00239419	0.001973986	0.001659392	0.004270796	0.002252911	0.001112532	0.001514317	0.0021277	0.001981142	WT
215	0.007917369	0.010246404	0.007503597	0.004863335	0.008374837	0.01052792	0.006102762	0.006528979	0.007131847	0.006035733	0.006910833	0.006141369	0.017431802	0.011228107	0.017087067	0.012244739	0.003043612	0.001759484	0.003831624	0.0027933	0.003828497	0.004516325	0.004795027	0.004540916	0.003036607	0.001483644	0.006405162	0.002439329	0.062783165	0.017024097	0.027084819	0.066266714	0.007698547	0.006623938	0.03049334	0.006609147	0.007374207	0.006988098	0.026881213	0.0083589	0.008664079	0.008058884	0.024103638	0.008580697	0.110940823	0.030929276	0.121609019	0.055201098	0.006188648	0.002674572	0.003080375	0.004409992	0.009956573	0.002979117	0.003326604	0.007138369	0.00516378	0.001656481	0.002295625	0.004018243	0.006115077	0.002014577	0.002414423	0.003612298	0.006830866	0.0032756	0.00369208	0.004329517	0.003640372	0.00283612	0.002237537	0.004906372	0.007002934	0.002718328	0.002749411	0.00533931	0.004108869	0.002075625	0.001884944	0.002557841	0.001712582	0.000931593	0.001136025	0.002172806	0.002209115	0.001549141	0.001801911	0.01311047	0.002051365	0.001019373	0.002429091	0.00434851	0.001794013	0.000915717	0.001588436	0.002975448	WT
216	0.008019312	0.006468683	0.011546176	0.00487669	0.006788039	0.008051235	0.012065397	0.005355419	0.007051745	0.004244999	0.013770483	0.003805041	0.010397399	0.008493475	0.01460709	0.011904595	0.004635748	0.002818497	0.009621813	0.003607415	0.002621989	0.003310406	0.007200317	0.003449253	0.002201338	0.002212819	0.006320877	0.002459825	0.029134665	0.010547225	0.020449926	0.036223982	0.012495206	0.008825131	0.081037048	0.009452763	0.014246142	0.0171242	0.055461904	0.01497702	0.008245692	0.009618988	0.066369212	0.009954603	0.054154264	0.023809577	0.089346699	0.034912047	0.00654207	0.002495335	0.003862168	0.004074007	0.004375443	0.002649284	0.003023218	0.003851053	0.003694726	0.001592768	0.003253244	0.002653925	0.005141248	0.001798728	0.002212463	0.002740541	0.020851218	0.004668691	0.012493528	0.007932458	0.010334379	0.003574937	0.005118255	0.007217358	0.011131547	0.005233382	0.005898738	0.00516041	0.007750625	0.00378823	0.004226371	0.003369747	0.003440451	0.000965936	0.002135896	0.002694449	0.00141681	0.001149087	0.001803323	0.002854627	0.001610522	0.001023923	0.004432991	0.002580205	0.001782644	0.000953871	0.001985543	0.002167265	WT
217	0.003985927	0.004311135	0.010319091	0.003707637	0.004897568	0.004832361	0.007356878	0.003382835	0.004411618	0.002397394	0.01053157	0.002225884	0.018513701	0.010107612	0.015078181	0.010513483	0.002914441	0.001709588	0.003611682	0.002928496	0.002366767	0.002432617	0.003443645	0.003528856	0.001590583	0.00130767	0.003268418	0.001607583	0.074805062	0.019431254	0.025848311	0.092100453	0.008807613	0.005723403	0.047983773	0.006421197	0.013310137	0.012590437	0.041949858	0.01209546	0.008733204	0.006719969	0.032502603	0.007728763	0.115694083	0.030770819	0.109072038	0.056514855	0.002767331	0.001230174	0.001976889	0.001959225	0.002580888	0.001617472	0.001898455	0.00184123	0.002400347	0.001052369	0.001811597	0.001778907	0.002181979	0.001052225	0.001209213	0.001315867	0.015052605	0.003075435	0.009037207	0.005738967	0.00646898	0.002053932	0.003626263	0.003574153	0.007620148	0.002653801	0.003680704	0.003528165	0.00498738	0.002214057	0.002532504	0.001911943	0.00144656	0.000582714	0.001011979	0.001109649	0.000536288	0.000718876	0.000789246	0.000823138	0.001371627	0.001098125	0.003364394	0.001096993	0.001018257	0.000635719	0.000889799	0.000989712	WT
218	0.003084592	0.004310779	0.005648097	0.002478028	0.003815085	0.003996735	0.004156171	0.003162955	0.002998684	0.002588867	0.00406003	0.002116948	0.01837899	0.009331981	0.017240223	0.010691538	0.002830038	0.001999578	0.004566546	0.003604404	0.002439689	0.001883519	0.005796765	0.003588084	0.001719525	0.001751293	0.00342565	0.002592181	0.076846382	0.021148577	0.041595459	0.082774079	0.006857976	0.005219678	0.060566827	0.004918509	0.007302695	0.006523407	0.038389894	0.007346218	0.006311916	0.005000068	0.051638501	0.005292369	0.099172538	0.02778074	0.122460314	0.049661717	0.004233496	0.002239403	0.002022657	0.0036587	0.002201509	0.001524857	0.00116257	0.002270359	0.001517478	0.001438689	0.001506941	0.001512303	0.005285386	0.001102844	0.000940575	0.002090363	0.010005114	0.003777578	0.006758634	0.005136718	0.004543539	0.00283444	0.003442996	0.004737483	0.007880236	0.004987456	0.003958233	0.005531301	0.004777176	0.003323848	0.00278984	0.002577591	0.003193433	0.001560796	0.001019551	0.002144337	0.000983653	0.00107637	0.000864475	0.003965561	0.001091519	0.001342777	0.002089625	0.001823051	0.001466549	0.001256016	0.001275355	0.002011778	WT
219	0.006425323	0.006140867	0.006385961	0.004638816	0.007287106	0.007262649	0.00494027	0.004653817	0.007521777	0.005900783	0.004045316	0.004907295	0.009586349	0.007537294	0.011451829	0.01119246	0.00278497	0.002380448	0.003512278	0.002917965	0.002218761	0.00274638	0.005085572	0.002869101	0.001894373	0.00246147	0.002528322	0.002037532	0.048628188	0.01361911	0.030174661	0.051173308	0.008772655	0.007934828	0.100738533	0.008180278	0.008244218	0.008117079	0.054924179	0.008652485	0.007298909	0.010452816	0.071298692	0.009183242	0.066080258	0.019804889	0.105974863	0.035391394	0.003911644	0.002283876	0.002140943	0.003412068	0.00255134	0.002240268	0.001782087	0.003659626	0.001980603	0.001104307	0.001921895	0.002724666	0.005246941	0.001424431	0.001482522	0.00266221	0.007064313	0.003125304	0.009262856	0.004200707	0.004853769	0.006387148	0.005643277	0.004785665	0.005517395	0.004332281	0.020206585	0.004926416	0.003260048	0.003500031	0.023910967	0.002401209	0.002432615	0.001021734	0.001463706	0.001577277	0.001742379	0.001048636	0.001207859	0.002533587	0.001485453	0.00114678	0.004137412	0.00220175	0.001562508	0.001281988	0.00152488	0.001764367	WT
220	0.003194035	0.003193258	0.008745658	0.003910214	0.004355564	0.004784367	0.005763938	0.002304433	0.003473193	0.002547768	0.005412755	0.002276793	0.014509982	0.009377327	0.010987845	0.0090806	0.00349465	0.002280899	0.005729914	0.003109327	0.001972331	0.002363362	0.003293679	0.002859204	0.002157589	0.001273884	0.005412755	0.002059956	0.060013287	0.018901941	0.02163232	0.077270762	0.010371218	0.00664719	0.079917223	0.006312876	0.010765639	0.011701523	0.054894649	0.012589032	0.007630499	0.008089163	0.046486012	0.008294032	0.100254304	0.029162995	0.101980939	0.047596048	0.004117272	0.002951825	0.002847452	0.003435489	0.001528115	0.001395604	0.001907589	0.001367402	0.002137902	0.001524398	0.002016904	0.001507663	0.002623603	0.001575997	0.001360224	0.001893222	0.016285282	0.004143908	0.009862913	0.006688562	0.007523029	0.003376461	0.004189216	0.004330105	0.008952463	0.00441273	0.005294374	0.004678954	0.005575156	0.002613849	0.003520579	0.002425691	0.001764545	0.001248849	0.001939569	0.00142892	0.000999152	0.000630273	0.000748074	0.001291435	0.001336189	0.001283703	0.003630428	0.000779826	0.000801656	0.00111473	0.001200197	0.00130159	WT
221	0.004526645	0.005038338	0.007048859	0.003557564	0.003693937	0.004404699	0.003207704	0.00326092	0.00279118	0.003321076	0.005152202	0.002387928	0.014226886	0.009180365	0.012964709	0.011428612	0.002938941	0.001991901	0.008675518	0.003218748	0.00291821	0.002176439	0.00493493	0.003145829	0.001892326	0.001660538	0.002862334	0.002241729	0.060455571	0.018184185	0.023151267	0.072853553	0.009999156	0.00714741	0.086212963	0.005759865	0.009604235	0.010467638	0.055764704	0.010473309	0.006906988	0.007558311	0.064974993	0.006920119	0.085256965	0.025025322	0.111743448	0.040631643	0.003668305	0.002092291	0.002967893	0.002924454	0.002219131	0.00190217	0.00191664	0.001980489	0.002042056	0.001514659	0.002130463	0.001775991	0.003439583	0.001589573	0.001150886	0.002180652	0.015466368	0.003980455	0.008866581	0.005384275	0.006657394	0.003035377	0.003665153	0.0037561	0.007447498	0.004399725	0.004759546	0.004346505	0.005470575	0.00221158	0.002697389	0.002552959	0.002346394	0.001224756	0.001150059	0.001694543	0.000792547	0.001254623	0.000907882	0.001400001	0.001141149	0.001514659	0.005258165	0.001869464	0.001212044	0.000725675	0.001690364	0.001684244	WT
222	0.005907939	0.007277513	0.011078119	0.003391955	0.004950897	0.004234946	0.010889183	0.003699592	0.006417923	0.004866702	0.009356877	0.002548917	0.00994959	0.005987634	0.013117993	0.00664621	0.002981577	0.002010892	0.006646871	0.001522918	0.001449043	0.002032774	0.006856152	0.001630329	0.001623812	0.001684627	0.003742751	0.00151342	0.018307245	0.006131915	0.009081688	0.01928408	0.010877233	0.008139324	0.155093665	0.006853133	0.010264054	0.011857849	0.106068707	0.010534431	0.007036518	0.009452632	0.122575094	0.008283982	0.02797256	0.012768811	0.090312339	0.016665876	0.004861447	0.003169584	0.002849946	0.003261102	0.003195332	0.002249111	0.002693037	0.00234409	0.001570686	0.002475686	0.002148596	0.001909756	0.004390469	0.001355546	0.001645966	0.002955712	0.017987355	0.004670967	0.009520034	0.006566878	0.007426988	0.005225875	0.005166234	0.005357921	0.009620449	0.004715592	0.005853072	0.005270925	0.006157365	0.003445347	0.004585192	0.003245487	0.003673093	0.000834101	0.001212743	0.001072143	0.000777243	0.001058405	0.001428958	0.00167435	0.003435875	0.004597702	0.01244704	0.002368097	0.001177931	0.001299065	0.001763535	0.001709676	WT
223	0.005854673	0.006732275	0.016343256	0.003909423	0.00549743	0.005857222	0.008366939	0.004697619	0.005792851	0.004314733	0.008627471	0.003855828	0.007208126	0.006817947	0.012793204	0.007137857	0.004327367	0.003310955	0.011746715	0.0050264	0.002157219	0.002440509	0.007902109	0.003324469	0.00231714	0.001510157	0.011862773	0.002754163	0.019396413	0.008397715	0.013956223	0.02390892	0.015273059	0.012581629	0.122063694	0.010371938	0.011203623	0.017474047	0.082739734	0.016188717	0.009803287	0.011434043	0.077647241	0.009823181	0.029946489	0.014799934	0.075014698	0.019266411	0.005852124	0.004326073	0.004542708	0.003964559	0.004479086	0.003583376	0.002787157	0.003280634	0.002262882	0.002445746	0.003586482	0.002641324	0.003455793	0.002148225	0.002168081	0.002538272	0.022848186	0.006152637	0.013208796	0.009628215	0.01005306	0.004879491	0.008361472	0.007976444	0.011880129	0.006386114	0.00982013	0.006603309	0.007035007	0.005598404	0.00453942	0.003840806	0.002863805	0.001730429	0.002725625	0.002059511	0.001592564	0.001906051	0.001583612	0.001029219	0.002262882	0.001358748	0.004355014	0.001760882	0.001789607	0.001952932	0.002506844	0.001870305	WT
224	0.005981827	0.006331788	0.006290618	0.003775639	0.005548669	0.006170156	0.006327971	0.004427385	0.004881877	0.003915913	0.005068537	0.003749385	0.013848361	0.009944598	0.014324891	0.012959942	0.004166652	0.002826052	0.007283873	0.004422153	0.003157779	0.002784481	0.006327971	0.004193132	0.001733211	0.001643285	0.005942423	0.003273272	0.067054106	0.017814036	0.033361917	0.081446368	0.00808578	0.005151285	0.080784773	0.004835921	0.007375669	0.005474036	0.048966443	0.006699641	0.006903956	0.005803943	0.065017094	0.006129947	0.086276141	0.023446613	0.104420916	0.04194582	0.004076225	0.002461668	0.00271834	0.003054051	0.0030972	0.002619519	0.002320109	0.003127519	0.001833677	0.001541445	0.002518731	0.003281854	0.003920458	0.001709117	0.0012298	0.00232747	0.008878905	0.003832724	0.006048306	0.004989953	0.0041296	0.002965493	0.003223514	0.004149176	0.005611053	0.002598435	0.00373658	0.004223604	0.003860451	0.003270533	0.001734897	0.002652233	0.002360982	0.001090612	0.00151774	0.001335104	0.001064662	0.000716661	0.001334576	0.001355258	0.001613636	0.001145073	0.00304462	0.001541045	0.001580185	0.00097061	0.001493329	0.001797023	WT
225	0.007545671	0.008315219	0.018924382	0.003941744	0.00618838	0.008440153	0.013778984	0.004641727	0.007154911	0.006128633	0.011988032	0.004535657	0.006960493	0.008318339	0.013646526	0.00537571	0.003930037	0.002044726	0.010093004	0.003941744	0.001547095	0.003617209	0.008037741	0.003570559	0.002751889	0.002131699	0.01132203	0.00317496	0.005503646	0.004415909	0.010055335	0.006880909	0.016427555	0.011723096	0.112284665	0.011233969	0.015900697	0.023150135	0.094730516	0.021155564	0.010347102	0.013456347	0.069930185	0.013380189	0.012949754	0.012528857	0.065359675	0.012328295	0.005613327	0.003799646	0.00474762	0.004197203	0.00295053	0.002919228	0.004381357	0.002939688	0.003773179	0.00251734	0.003691469	0.002827389	0.004573227	0.002572928	0.002928906	0.002351317	0.032142065	0.00676812	0.017264073	0.010365819	0.013031506	0.006874312	0.007902091	0.007865651	0.013695244	0.008223311	0.010547056	0.009352133	0.01196661	0.004824239	0.007447789	0.004331373	0.001922372	0.001187389	0.002589611	0.002416571	0.001721142	0.001695036	0.002268917	0.001827374	0.001397474	0.002349518	0.005168057	0.002827389	0.001448189	0.000884444	0.003347321	0.001773801	WT
226	0.004461219	0.00709222	0.008950914	0.003635538	0.004390499	0.004220167	0.012491352	0.004053154	0.00416511	0.00289874	0.007560183	0.002574347	0.006890643	0.005440205	0.010191437	0.006441305	0.004609926	0.002707939	0.007757458	0.003915194	0.002276555	0.00319364	0.007060329	0.002870984	0.0018743	0.00113429	0.006930167	0.001716231	0.028098509	0.010880411	0.019703444	0.034986456	0.01487073	0.009671209	0.102040415	0.007830389	0.011870608	0.019161841	0.06462917	0.015452651	0.008642604	0.010586703	0.076861856	0.011477298	0.046703244	0.017000642	0.093761218	0.028273938	0.007346738	0.004155952	0.005225994	0.003970412	0.003256285	0.00240517	0.002072308	0.001728634	0.002908319	0.001111282	0.003492006	0.001954526	0.004109813	0.001521189	0.001899872	0.002224267	0.022622133	0.005840798	0.015188045	0.008783033	0.00709405	0.005522983	0.006290936	0.006613903	0.012426454	0.006191429	0.007582641	0.006995146	0.00692179	0.004867806	0.003403937	0.004136356	0.002909599	0.001010907	0.002204716	0.001383629	0.001046663	0.00231609	0.001998297	0.001653476	0.002776123	0.002540074	0.01566414	0.002468875	0.001586243	0.002205724	0.002295678	0.002068178	WT
