	A.C.A.A	A.C.A.C	A.C.A.G	A.C.A.T	C.C.A.A	C.C.A.C	C.C.A.G	C.C.A.T	G.C.A.A	G.C.A.C	G.C.A.G	G.C.A.T	T.C.A.A	T.C.A.C	T.C.A.G	T.C.A.T	A.C.G.A	A.C.G.C	A.C.G.G	A.C.G.T	C.C.G.A	C.C.G.C	C.C.G.G	C.C.G.T	G.C.G.A	G.C.G.C	G.C.G.G	G.C.G.T	T.C.G.A	T.C.G.C	T.C.G.G	T.C.G.T	A.C.T.A	A.C.T.C	A.C.T.G	A.C.T.T	C.C.T.A	C.C.T.C	C.C.T.G	C.C.T.T	G.C.T.A	G.C.T.C	G.C.T.G	G.C.T.T	T.C.T.A	T.C.T.C	T.C.T.G	T.C.T.T	A.T.A.A	A.T.A.C	A.T.A.G	A.T.A.T	C.T.A.A	C.T.A.C	C.T.A.G	C.T.A.T	G.T.A.A	G.T.A.C	G.T.A.G	G.T.A.T	T.T.A.A	T.T.A.C	T.T.A.G	T.T.A.T	A.T.C.A	A.T.C.C	A.T.C.G	A.T.C.T	C.T.C.A	C.T.C.C	C.T.C.G	C.T.C.T	G.T.C.A	G.T.C.C	G.T.C.G	G.T.C.T	T.T.C.A	T.T.C.C	T.T.C.G	T.T.C.T	A.T.G.A	A.T.G.C	A.T.G.G	A.T.G.T	C.T.G.A	C.T.G.C	C.T.G.G	C.T.G.T	G.T.G.A	G.T.G.C	G.T.G.G	G.T.G.T	T.T.G.A	T.T.G.C	T.T.G.G	T.T.G.T	Genotype
46	0.008337936	0.01081918	0.017330859	0.006392407	0.008199202	0.011410144	0.01533526	0.007357278	0.006216411	0.007219071	0.011181889	0.004499878	0.004261944	0.009248063	0.014251447	0.012088822	0.00407899	0.003224948	0.007702604	0.004211468	0.00236137	0.001656311	0.005257803	0.003065532	0.002688178	0.00274528	0.010165354	0.002336475	0.004076642	0.004545658	0.01260705	0.006618767	0.014636377	0.011859485	0.149719363	0.010378261	0.010101417	0.011410144	0.076676299	0.013488342	0.009660639	0.011184476	0.104194878	0.011163158	0.010932814	0.012069505	0.074546033	0.011651218	0.006455164	0.005165176	0.003623206	0.004998853	0.002251734	0.003808898	0.002030097	0.003092337	0.0025596	0.003586128	0.003541613	0.003402618	0.00791093	0.002638537	0.001915913	0.003777763	0.017018161	0.006977519	0.011330755	0.007959339	0.00750578	0.005605549	0.005254368	0.007882427	0.010345049	0.007428409	0.009256487	0.006307292	0.005526017	0.006749746	0.004534327	0.004375909	0.003520999	0.001449874	0.003030318	0.001941302	0.001219689	0.001652918	0.001253883	0.002364728	0.0025596	0.002433444	0.007727155	0.003153646	0.001454215	0.001472672	0.002235232	0.00254999	WT
47	0.006157885	0.006148773	0.015874401	0.004257854	0.005672575	0.004751726	0.013084834	0.003390684	0.005801427	0.003922099	0.01106788	0.003230372	0.008031726	0.006875302	0.013641104	0.008814453	0.00362009	0.002718405	0.006289857	0.003134904	0.001918065	0.002576237	0.004634212	0.003009232	0.00214287	0.00183453	0.007589403	0.001615186	0.020751827	0.007167868	0.014323159	0.026103033	0.013248784	0.010096933	0.126096654	0.009404711	0.012079729	0.015629172	0.070058382	0.015342843	0.008466948	0.009046131	0.087278139	0.010014152	0.041772658	0.019650685	0.091054366	0.025082054	0.005330542	0.003439094	0.003934645	0.003381856	0.002860262	0.001788494	0.002191764	0.002452076	0.003450389	0.002390523	0.002453852	0.002116982	0.00329332	0.001794306	0.001509878	0.002115345	0.021796805	0.007103702	0.013689284	0.009058542	0.01039034	0.004918358	0.005758023	0.006564018	0.010749289	0.006135676	0.007311477	0.005989509	0.008106633	0.003741319	0.004092565	0.003114257	0.00197157	0.001522222	0.002582111	0.00105683	0.001109081	0.000804822	0.001374496	0.001018555	0.002322377	0.002310839	0.008863914	0.001703912	0.00108571	0.001145302	0.001907215	0.001723614	WT
48	0.032791708	0.011618549	0.02299208	0.019837516	0.019181916	0.013048905	0.016418769	0.017268707	0.020801048	0.007470854	0.010456778	0.012716708	0.017109896	0.011229249	0.017318147	0.025642463	0.006567157	0.004051205	0.010611729	0.006575667	0.004819577	0.004935596	0.008370353	0.005556019	0.004444141	0.00306305	0.00410802	0.003815012	0.009394558	0.006852721	0.010471438	0.013866222	0.013310613	0.009172539	0.056949615	0.010333191	0.011807963	0.012508018	0.047002751	0.012913989	0.010246214	0.010459196	0.052657345	0.010745618	0.018335273	0.011920279	0.048329712	0.01567486	0.008192483	0.003595435	0.005953644	0.005919548	0.005239222	0.003379487	0.004650407	0.004187857	0.004780111	0.003670115	0.004790499	0.00323186	0.005086077	0.003471625	0.003519355	0.003423438	0.017807871	0.006791376	0.012681745	0.008522723	0.010823129	0.006283734	0.007370457	0.008063852	0.012224547	0.006775598	0.008339016	0.007988182	0.007565005	0.005275066	0.004974022	0.004510611	0.004010005	0.00219721	0.003533463	0.003352033	0.003033234	0.00153133	0.003334254	0.004321512	0.002664324	0.002446744	0.006623899	0.004817301	0.003205511	0.002660076	0.003707054	0.003701014	WT
49	0.005981089	0.005017753	0.007414853	0.003749315	0.004732416	0.004811278	0.005682958	0.00383804	0.005856495	0.002884844	0.004944303	0.002911232	0.014695966	0.010482963	0.01377459	0.013990152	0.004254839	0.003035952	0.006634342	0.003444493	0.002871354	0.002536178	0.005505365	0.00367237	0.00224726	0.001689694	0.004738291	0.002981382	0.051122934	0.015470312	0.025327471	0.065582994	0.008874379	0.006409231	0.099905384	0.006553681	0.00768353	0.008764732	0.058605501	0.008366376	0.007661113	0.006923626	0.077460751	0.006979942	0.076534187	0.023221351	0.103309422	0.039332059	0.004447926	0.002607774	0.002563321	0.003324461	0.002015501	0.001893382	0.001427878	0.001794076	0.001685881	0.001816926	0.002087996	0.00188373	0.004361759	0.001542012	0.001061304	0.001914018	0.010275423	0.005289007	0.006328198	0.005232583	0.004563399	0.003932409	0.003823809	0.003833916	0.007175799	0.004204885	0.003947618	0.004742964	0.004691839	0.003457092	0.002899171	0.002603065	0.002449927	0.001101876	0.001708881	0.001809766	0.001749303	0.001048642	0.001306872	0.001228819	0.001383287	0.001453541	0.003751868	0.002287387	0.001556087	0.001218687	0.001967295	0.0020799	WT
50	0.006846475	0.006916689	0.021338484	0.004666804	0.006759748	0.007137621	0.010681488	0.004000878	0.00670234	0.004957487	0.009011529	0.00345212	0.005954756	0.006252983	0.013970098	0.005879623	0.005384121	0.003227788	0.01013578	0.005166818	0.002107879	0.00356881	0.006797311	0.003774413	0.00242029	0.001802723	0.007885088	0.002684982	0.009924593	0.005992442	0.012755307	0.013820144	0.012097654	0.010144477	0.122162824	0.010333637	0.012138473	0.015906698	0.080596685	0.018268158	0.009215718	0.012393718	0.068149689	0.013904371	0.020259858	0.013200742	0.080783612	0.015214281	0.006567831	0.004016579	0.004744929	0.004947741	0.002807085	0.002946533	0.002580408	0.003426674	0.004490869	0.003122313	0.003300168	0.002666941	0.004769868	0.001971872	0.002547669	0.002127989	0.030238036	0.006928598	0.017300742	0.013068491	0.01154024	0.006689425	0.009130675	0.007995573	0.011699897	0.006954243	0.010703249	0.007541004	0.008121667	0.006187598	0.005236875	0.004744368	0.003186374	0.001907875	0.002846958	0.003173008	0.001455526	0.001353812	0.001918765	0.002015691	0.003545423	0.002412697	0.007581468	0.00239105	0.001353611	0.001971872	0.002335363	0.00268615	WT
51	0.002210082	0.001860731	0.003145238	0.001610948	0.002297288	0.001714845	0.002299457	0.001918913	0.001880444	0.001230573	0.002286377	0.001418061	0.024047461	0.013136789	0.021193318	0.013445611	0.002659808	0.001682457	0.003918657	0.003439375	0.002992797	0.001685278	0.003566505	0.004115083	0.00155654	0.001099893	0.002177502	0.002539534	0.12048208	0.030604941	0.067161097	0.134965813	0.004625753	0.002484689	0.024646293	0.003020528	0.006133127	0.003045328	0.021633667	0.004808227	0.00476859	0.003070988	0.019760834	0.003457103	0.129571822	0.031822088	0.135378925	0.058047544	0.001766148	0.001028779	0.0008749	0.00137748	0.000954631	0.000869777	0.000805776	0.001383255	0.000742472	0.000809331	0.000508635	0.000986639	0.001831648	0.000952947	0.000581406	0.000890151	0.003978547	0.001766395	0.002448308	0.002193571	0.00217053	0.001808829	0.001630738	0.002597663	0.002193149	0.001591226	0.001706946	0.00157329	0.002006091	0.001557576	0.001162812	0.001109317	0.001137626	0.000572623	0.00071262	0.000951241	0.00072351	0.000654257	0.000639505	0.003136678	0.000673936	0.000370372	0.001077617	0.001208855	0.001027966	0.00051262	0.000841329	0.001281277	WT
52	0.017557825	0.00700001	0.012754864	0.010658427	0.012551357	0.005998171	0.01474113	0.00899582	0.01427273	0.004746392	0.011328857	0.007824445	0.011611382	0.008108146	0.011295343	0.016333068	0.005348073	0.004725007	0.01315978	0.00784359	0.002206832	0.002902341	0.013267017	0.004354664	0.002649641	0.003805666	0.004488792	0.004367132	0.0177158	0.006526069	0.012678446	0.022130157	0.007113946	0.005731258	0.103861036	0.005218518	0.005986032	0.008784418	0.084945763	0.007448768	0.006394466	0.008509298	0.087852078	0.009243763	0.014079125	0.009789103	0.065466884	0.010789027	0.005355402	0.002858178	0.003213706	0.003714687	0.003196013	0.002206298	0.001858178	0.003034459	0.00188377	0.001885183	0.002775747	0.002198809	0.00714314	0.001832191	0.001557759	0.003031843	0.011994126	0.005106611	0.009031621	0.005694493	0.008207047	0.008341618	0.005599643	0.005482426	0.009463701	0.012119034	0.015165058	0.006177607	0.007607934	0.008206152	0.010313438	0.003945367	0.008613066	0.001524362	0.002770436	0.002979914	0.003827325	0.002115628	0.002285056	0.005839421	0.003005061	0.002693119	0.005923851	0.007538775	0.012671735	0.002761189	0.00475385	0.005335513	WT
53	0.006444555	0.008546821	0.011155506	0.004792365	0.006287123	0.006542176	0.009230008	0.005022737	0.006459217	0.00321287	0.003479805	0.004283948	0.012588925	0.008750314	0.016742975	0.015210541	0.004643871	0.003561175	0.009380766	0.004990397	0.003350829	0.002956094	0.007153256	0.00455634	0.002256302	0.002088366	0.008297996	0.003190174	0.046094334	0.015147949	0.029733214	0.048051481	0.010867289	0.008437246	0.091525854	0.007960871	0.008428891	0.009643652	0.060225804	0.010081351	0.008892483	0.009317324	0.08378299	0.010618723	0.046094334	0.019935856	0.083426203	0.024717128	0.004141317	0.003483792	0.003538747	0.004396232	0.002371735	0.002460118	0.001823832	0.003001674	0.002639841	0.002765481	0.002712985	0.002666111	0.005360998	0.001680417	0.001244444	0.002851681	0.011342263	0.005774504	0.007389737	0.005904242	0.004842292	0.004314668	0.004119344	0.00568402	0.007301687	0.007756836	0.006994414	0.005375928	0.00551417	0.005849144	0.004069667	0.003382226	0.004048601	0.001908927	0.001977535	0.002351473	0.001531745	0.001400375	0.001509378	0.003225203	0.002246673	0.001618818	0.003899916	0.003933606	0.002634548	0.001680417	0.002118918	0.003000897	WT
54	0.003940448	0.003416904	0.005760996	0.002355227	0.003340209	0.003326901	0.006916667	0.002913968	0.00293029	0.002873611	0.005435305	0.002423663	0.015207831	0.009079507	0.015491402	0.010334221	0.002810242	0.001748184	0.005025549	0.002795635	0.002404951	0.00187431	0.004350807	0.00353839	0.001946397	0.001656857	0.003623537	0.002115196	0.061255946	0.019356311	0.040473031	0.074623658	0.006811782	0.00569484	0.060061443	0.004940232	0.008901658	0.007426955	0.054998661	0.007874652	0.006673362	0.006213214	0.058753057	0.005508324	0.100588711	0.028874827	0.156449199	0.045111241	0.003122792	0.001476632	0.00147603	0.002113058	0.001146646	0.001390654	0.001246619	0.001559266	0.001086183	0.001010908	0.001639534	0.001162182	0.003243507	0.001031147	0.000991897	0.002540942	0.007754684	0.003991522	0.005920893	0.003867761	0.004061036	0.003110674	0.003435804	0.003303791	0.005267987	0.003391433	0.004754649	0.003317501	0.002680707	0.002546622	0.002943169	0.002524911	0.00179299	0.001292053	0.001325072	0.001198635	0.000907761	0.001042991	0.001018579	0.001111556	0.001086183	0.001467447	0.001516569	0.001584794	0.000903443	0.000843666	0.001837448	0.001731368	WT
55	0.009064053	0.00879993	0.012181983	0.005437232	0.005216589	0.005920956	0.006335567	0.004481951	0.007166752	0.003381529	0.008084396	0.005568263	0.00643063	0.006232952	0.009511067	0.011548004	0.003946549	0.002331605	0.01148587	0.002718616	0.002466024	0.001995828	0.005385232	0.003250646	0.002793819	0.001911299	0.008451868	0.003003108	0.006162687	0.004136414	0.007925889	0.008779647	0.012013123	0.009326422	0.179945295	0.009950135	0.009105319	0.012640243	0.097250947	0.011525018	0.007834839	0.00977703	0.108404397	0.009197019	0.014468918	0.013032537	0.083618131	0.014039526	0.007721797	0.003668856	0.004096012	0.004701867	0.003323796	0.002597921	0.003064986	0.003200161	0.002930062	0.002870528	0.002851523	0.003000072	0.00639241	0.001863273	0.001523705	0.003482389	0.016122434	0.006486014	0.008811189	0.009473911	0.006783256	0.005663467	0.005309765	0.005479728	0.007633582	0.005741057	0.005586657	0.006180149	0.005046639	0.005412363	0.003232101	0.003391346	0.003860899	0.001179275	0.002810055	0.001859694	0.001356651	0.001766586	0.001942597	0.002498756	0.0022361	0.002037149	0.008496374	0.002640064	0.002060711	0.001730182	0.003324447	0.002321593	WT
56	0.005565159	0.004018713	0.003353563	0.003714807	0.005109317	0.004341321	0.005549441	0.002717879	0.005559304	0.00350926	0.005954707	0.003945718	0.009035804	0.00578217	0.009892969	0.00911053	0.003760756	0.00243758	0.005792517	0.003595743	0.002845433	0.002476592	0.003329665	0.003364993	0.002260961	0.002060483	0.004184389	0.002849685	0.077117265	0.019977024	0.039571875	0.066735495	0.007901386	0.007905665	0.082009849	0.006548538	0.006625496	0.00812905	0.050499913	0.007096684	0.007048878	0.008918029	0.059868945	0.00704201	0.068785549	0.022930149	0.116980017	0.034658117	0.003381833	0.00226675	0.002127633	0.002228267	0.002584588	0.002275567	0.001531401	0.002995073	0.001587175	0.001257175	0.001860533	0.001813195	0.005212442	0.001243486	0.001294198	0.002113272	0.009457984	0.004131797	0.008343659	0.004932923	0.005466254	0.006781191	0.004329517	0.004684601	0.006179852	0.00433928	0.015750814	0.00522936	0.003665286	0.003944182	0.015955032	0.002561844	0.002248362	0.000717326	0.001126394	0.001075715	0.001307148	0.001069517	0.001247808	0.002707085	0.001384557	0.001378837	0.003338765	0.002286203	0.001528737	0.001146339	0.001597525	0.001844129	WT
57	0.002900698	0.002734279	0.003560416	0.001976639	0.003007713	0.003224705	0.00453664	0.002588867	0.003259359	0.002336922	0.002775899	0.002441849	0.018750565	0.011467785	0.017961721	0.012678054	0.002511663	0.001432241	0.003505641	0.002652632	0.001932997	0.001298258	0.003988255	0.002937666	0.00119478	0.000890807	0.002255418	0.00202831	0.079682872	0.020991576	0.040663341	0.096974352	0.006258683	0.003704889	0.030729131	0.003688015	0.008373833	0.005213971	0.0273694	0.006410158	0.006155505	0.004939928	0.024289112	0.00480493	0.150651088	0.041581869	0.171883694	0.08168849	0.001902959	0.001299124	0.000989405	0.001441264	0.000992793	0.000907646	0.000754103	0.000889972	0.000776624	0.000597477	0.000924995	0.000774307	0.001714187	0.000740066	0.000443256	0.000942061	0.004333404	0.001721855	0.002788324	0.002291665	0.001846808	0.00152092	0.001433475	0.001828236	0.002851665	0.001938158	0.002720036	0.001822454	0.001720806	0.001403333	0.001845687	0.001002955	0.000948141	0.00041242	0.00068209	0.000778614	0.000597811	0.000523327	0.000658991	0.000883073	0.000436851	0.000451751	0.00168514	0.000840406	0.000555953	0.000593449	0.000813846	0.001092504	WT
58	0.026037484	0.011117454	0.008892113	0.002778196	0.004759744	0.004006293	0.005780727	0.001438046	0.002327484	0.002146358	0.008717565	0.001712569	0.001629851	0.001861232	0.005062243	0.011114036	0.020814159	0.002333293	0.006351509	0.00228209	0.00112503	0.003035071	0.005202654	0.001348168	0.002216651	0.001609769	0.007376401	0.002169253	0.00317821	0.002585045	0.007231776	0.026774722	0.056190315	0.004941091	0.078758712	0.007044711	0.004586663	0.007284169	0.035840505	0.010875221	0.005763293	0.003890275	0.122716495	0.004795192	0.004645077	0.009616367	0.026757571	0.022805424	0.017652606	0.003347555	0.003128904	0.009540668	0.002599468	0.036124999	0.000945319	0.002239928	0.002251335	0.001013861	0.020177219	0.002408859	0.021181517	0.001376268	0.001432395	0.01553404	0.053267511	0.005379998	0.009299798	0.0053146	0.005446505	0.006731955	0.003623723	0.010719654	0.004924796	0.00692805	0.026973756	0.004817718	0.002839551	0.008581435	0.0034546	0.019396782	0.010297353	0.001195555	0.001564452	0.001664814	0.000866489	0.002654856	0.001024096	0.001679946	0.002532752	0.002703629	0.016460363	0.010182903	0.00214885	0.001700096	0.006403648	0.016738551	WT
59	0.012582237	0.010278018	0.016829857	0.007773014	0.008374828	0.007972221	0.007658716	0.008128269	0.008044213	0.005563658	0.007725517	0.005918953	0.007041334	0.007564452	0.009164596	0.010850188	0.006108767	0.003874022	0.010244261	0.005658297	0.003190411	0.004475633	0.009656642	0.004348883	0.003511363	0.003245467	0.011588275	0.004077501	0.009576215	0.00613495	0.010830886	0.0137602	0.01440575	0.010673326	0.102076743	0.009087568	0.011216287	0.012797512	0.065598565	0.013823234	0.011555576	0.013600054	0.07957282	0.012232503	0.012674402	0.013461152	0.064985318	0.012346765	0.008830491	0.004338662	0.004806253	0.00560637	0.006559923	0.004860921	0.003902485	0.00423945	0.005592615	0.003796098	0.003915014	0.003721229	0.008001515	0.002798021	0.002329704	0.003277774	0.018508352	0.007850913	0.011264656	0.008372671	0.010766829	0.007974095	0.007396571	0.009077952	0.012319964	0.009344241	0.009726364	0.008703891	0.007559442	0.007647925	0.005678654	0.00433049	0.004593639	0.002203765	0.003254234	0.003835937	0.003137354	0.003277025	0.002904175	0.008847547	0.002755781	0.002920075	0.005627833	0.007064027	0.003448167	0.002424952	0.004368195	0.004378341	WT
60	0.006629846	0.006842686	0.011679813	0.004135723	0.004066916	0.005159511	0.008267933	0.003893185	0.00452912	0.002905391	0.010961205	0.003312543	0.011122719	0.007648092	0.011229878	0.011177295	0.004171952	0.002748292	0.008565196	0.003770807	0.002652337	0.00213326	0.005433213	0.003378991	0.002173977	0.002357204	0.008220904	0.002892643	0.041127418	0.014155309	0.02482394	0.048985456	0.011157546	0.006562248	0.099148636	0.007663252	0.008558206	0.008880313	0.060474022	0.010357342	0.007246591	0.008935448	0.073166044	0.008397996	0.053582199	0.02205693	0.103433084	0.028783748	0.006517599	0.004250454	0.002983427	0.004003413	0.002175104	0.002324773	0.002124651	0.002680626	0.001897495	0.002485857	0.002603787	0.002505666	0.005519594	0.001819547	0.001446138	0.002885414	0.016040887	0.005716128	0.009909241	0.007483504	0.005463053	0.004533308	0.005472585	0.005328562	0.008854975	0.004971713	0.006986828	0.005593004	0.005300064	0.00483007	0.003959662	0.003751039	0.003765021	0.001270251	0.001846884	0.002328783	0.001365763	0.001394864	0.001673967	0.002942151	0.001954995	0.002002496	0.005381159	0.003176826	0.002038486	0.001654133	0.002547957	0.002681738	WT
61	0.008287236	0.007578133	0.015720421	0.005289404	0.006755363	0.004853913	0.012106511	0.005475788	0.005697377	0.004597256	0.003830161	0.003477928	0.002792765	0.004134198	0.008261142	0.005358701	0.004972341	0.005226299	0.016929684	0.004344868	0.002306709	0.002773664	0.009905327	0.003251249	0.003376224	0.00408645	0.015320643	0.002391075	0.004189148	0.004724798	0.008261142	0.005221299	0.018533273	0.011759172	0.140274523	0.012467882	0.010215426	0.018491096	0.103455641	0.015742889	0.008440559	0.015324186	0.088093696	0.016954898	0.011481368	0.012993194	0.068842853	0.012503637	0.007370346	0.005235297	0.004136887	0.004144912	0.002356726	0.00288833	0.002399722	0.001218456	0.002143157	0.002573718	0.005054656	0.002710041	0.003506736	0.001541338	0.002245876	0.002451424	0.019015492	0.007739135	0.012907087	0.008289824	0.006127488	0.008484468	0.010048838	0.008072271	0.006965261	0.009008014	0.008896195	0.006045477	0.004821762	0.007706691	0.003529234	0.003163127	0.003537766	0.001593351	0.003474985	0.002316274	0.001178363	0.001444165	0.001049879	0.002284605	0.004822104	0.005147437	0.011120243	0.002918506	0.001168912	0.003853346	0.002085456	0.002135111	WT
62	0.005257222	0.005458067	0.008801959	0.003841073	0.005787866	0.006199306	0.007053133	0.00439998	0.004340655	0.004081767	0.005959619	0.002820429	0.016080662	0.011074198	0.01296303	0.01106658	0.003540578	0.002708359	0.006314449	0.004154935	0.00275054	0.002852778	0.00548577	0.003709522	0.001803041	0.002121711	0.004949514	0.002390485	0.059989462	0.016681387	0.0237474	0.067127832	0.00838056	0.005706161	0.061709388	0.006023161	0.009151086	0.007095371	0.04345078	0.008867652	0.007863264	0.006223685	0.04595977	0.006810304	0.118493611	0.034406335	0.119390597	0.063964399	0.003848598	0.002557246	0.002343459	0.002826017	0.002218844	0.002028083	0.001851128	0.002108767	0.001843971	0.001679909	0.001775601	0.002243067	0.003479598	0.001414577	0.001332655	0.002020831	0.007697195	0.003673791	0.005629538	0.004552491	0.004791957	0.00307069	0.003014015	0.003530679	0.005701473	0.003436177	0.003279262	0.003661477	0.003745481	0.002987685	0.001814949	0.002027087	0.001982611	0.001044509	0.001492482	0.001147768	0.001193328	0.001056889	0.001317148	0.001446012	0.001356484	0.001323564	0.002479442	0.001500876	0.001213813	0.000865819	0.00168803	0.001695496	WT
63	0.007348863	0.005163893	0.011185584	0.003733033	0.004502911	0.004470393	0.006478427	0.002590087	0.005678144	0.002684611	0.011809557	0.002376234	0.012525017	0.007118453	0.006946808	0.011034267	0.003040909	0.001648051	0.00813497	0.003891885	0.001801164	0.002138014	0.005090192	0.002805927	0.002129304	0.001395998	0.003757586	0.002010659	0.042271933	0.014485224	0.019103722	0.054073687	0.010389772	0.007581035	0.096094338	0.007307213	0.009144373	0.01069007	0.067560734	0.009640878	0.008162332	0.008053833	0.077298918	0.01041887	0.070844628	0.021107041	0.107096621	0.035355872	0.006073781	0.004019555	0.002782972	0.003177922	0.001783597	0.003643201	0.001639568	0.001921128	0.001576911	0.002299509	0.00263529	0.002015931	0.004300363	0.001490531	0.001416421	0.001795418	0.01710575	0.005550814	0.009601253	0.009687537	0.005648058	0.003870901	0.004981766	0.004162444	0.007208738	0.003922692	0.006885759	0.004820704	0.003870326	0.003888341	0.003574776	0.002560133	0.003718641	0.001244148	0.001252337	0.00112765	0.001486331	0.0012903	0.000882845	0.001664978	0.002815913	0.002028979	0.005610618	0.001227088	0.000921506	0.001231308	0.001551318	0.001861915	WT
64	0.011911948	0.006927421	0.011162841	0.003442935	0.005537866	0.006291582	0.007554638	0.003280734	0.003146597	0.003264444	0.008159224	0.001749318	0.006867408	0.005451891	0.008473279	0.007285046	0.0099504	0.001670003	0.005724534	0.0029958	0.001715959	0.002571342	0.007554638	0.002146653	0.002747029	0.001934485	0.016016254	0.002315274	0.018472226	0.007968148	0.012709919	0.030148382	0.032811354	0.009772611	0.080715928	0.009166255	0.014429652	0.016850497	0.064865683	0.019279373	0.007242167	0.008523827	0.075246172	0.009466899	0.029819975	0.015377129	0.052469154	0.023741444	0.008443501	0.001993446	0.00297671	0.005107389	0.003235388	0.013972169	0.003088514	0.002884026	0.002916831	0.001446818	0.008805596	0.002269759	0.010375342	0.001386344	0.002240263	0.006813142	0.037856192	0.005926462	0.013551864	0.007790933	0.01004086	0.008502941	0.005857527	0.00886838	0.011857551	0.005101938	0.015792645	0.005674397	0.008646119	0.007187097	0.004480527	0.010425604	0.004779998	0.001131416	0.002075864	0.001385055	0.000502043	0.00153822	0.001242506	0.00111756	0.002472965	0.00228445	0.020817577	0.00439149	0.001210457	0.001386344	0.00334141	0.007880035	WT
65	0.0078346	0.010702346	0.011197243	0.004843934	0.005926566	0.006091459	0.004703536	0.005180033	0.006763487	0.005275591	0.011821866	0.004489992	0.006022896	0.005959473	0.007355244	0.011499521	0.005258841	0.003443364	0.008613264	0.004305719	0.001877724	0.003210364	0.007447266	0.002620487	0.002254496	0.002273962	0.008184369	0.002322409	0.004033683	0.004066464	0.006864894	0.005040216	0.012073869	0.009771708	0.166235993	0.009486037	0.01038616	0.011935967	0.087407386	0.011274189	0.007740435	0.011278849	0.120946783	0.012695838	0.009061972	0.012059169	0.081888379	0.011450587	0.007297088	0.005025996	0.003535915	0.007207114	0.002182224	0.002957342	0.00245706	0.002929075	0.002575994	0.001947766	0.002736227	0.002449985	0.009106403	0.001921246	0.002113861	0.003830122	0.016379076	0.008511768	0.012847158	0.007901776	0.007050263	0.006364714	0.005928993	0.005803909	0.010876417	0.009738832	0.006840568	0.006607536	0.005463842	0.005763738	0.004227722	0.004618676	0.004934722	0.001621289	0.001885821	0.002301067	0.001426839	0.001607251	0.001602431	0.001573022	0.002194365	0.001260319	0.008280687	0.002969679	0.001457024	0.001756568	0.003485014	0.003266868	WT
66	0.007480808	0.008122699	0.012790589	0.006035095	0.007113256	0.007434172	0.013779325	0.006057789	0.007105742	0.007111964	0.010196969	0.004973706	0.009109708	0.008286674	0.010699537	0.011003795	0.004163232	0.003158827	0.007308908	0.003996211	0.003307664	0.004340758	0.004513917	0.004543341	0.00368952	0.003087364	0.009645782	0.003566053	0.025453596	0.010156487	0.015454887	0.028473433	0.011936767	0.012071233	0.098931288	0.009868196	0.012056969	0.016664519	0.062006965	0.014479592	0.011569606	0.011412221	0.071378785	0.012809639	0.033659032	0.017040801	0.072221878	0.019100928	0.005186556	0.003537689	0.003822003	0.003631526	0.004273287	0.00261081	0.003010909	0.002958939	0.004105784	0.002777824	0.00353517	0.002249967	0.005519548	0.001763386	0.002181584	0.00279946	0.025391853	0.005650476	0.013323432	0.009710384	0.01281986	0.004442273	0.006118944	0.007660364	0.016249651	0.005902875	0.007681356	0.008549876	0.010565993	0.003892759	0.005540531	0.003789512	0.003691046	0.001031826	0.002250338	0.00228944	0.001627919	0.001558692	0.001715894	0.003386341	0.001908322	0.001944476	0.005804661	0.002159969	0.001766256	0.001530486	0.00370523	0.003004298	WT
67	0.005373753	0.006308618	0.011942923	0.003886846	0.00506256	0.00589716	0.011473535	0.004084164	0.004168032	0.003293149	0.006654825	0.002504593	0.007533946	0.008047214	0.011709487	0.008368261	0.003802963	0.002365732	0.007298453	0.003990495	0.002169668	0.002282772	0.006642573	0.003755553	0.002489241	0.002031943	0.006654825	0.002683493	0.029199361	0.009667459	0.018130818	0.039315751	0.011326217	0.008961105	0.106491061	0.008343762	0.01396724	0.015852581	0.072766364	0.013895547	0.008104506	0.008688307	0.072152315	0.007871579	0.052141716	0.021279211	0.09896405	0.029062746	0.005459325	0.002810046	0.003540915	0.003846109	0.002780128	0.002377143	0.002468764	0.003760535	0.002204817	0.001765177	0.002773377	0.002058839	0.004369238	0.002029675	0.00206844	0.001909091	0.020179282	0.007118782	0.013573509	0.007725662	0.008986927	0.004853334	0.004978674	0.005515452	0.010877099	0.007148968	0.006933443	0.005890567	0.006092882	0.004439914	0.003960842	0.003405992	0.002749882	0.001748473	0.001997439	0.001672221	0.00077585	0.001584762	0.001686989	0.001504214	0.002425299	0.002029954	0.006212365	0.002001649	0.001643475	0.001268547	0.002640562	0.001496901	WT
